Place,Time,Athlete,Country,Date of Birth,City,Event Date
344,1:57.2,Yekaterina Podkopayeva,RUS,11.06.52,Moskva,23.07.1979
344,1:57.2,Nikolina Shtereva,BUL,21.01.55,Sofia,29.07.1979
344,1:57.2,Paula Ivan,ROU,20.07.63,Bucuresti,03.07.1987
344,1:57.2,Nadezhda Loboyko,RUS,07.09.61,Kyiv,25.06.1988
344,1:57.20,Hildegard Körner,GDR,20.12.59,Moskva,27.07.1980
344,1:57.20,Inna Yevseyeva,UKR,14.08.64,Barcelona,03.08.1992
344,1:57.20,Stephanie Graf,AUT,26.04.73,Edmonton,12.08.2001
344,1:57.20,Kate Grace,USA,24.10.88,Monaco,09.07.2021
353,1:57.21,Svetla Zlateva-Koleva,BUL,25.02.52,Montréal,26.07.1976
353,1:57.21,Sigrun Wodars,GDR,07.11.65,Seoul,25.09.1988
353,1:57.21,Maria Mutola,MOZ,27.10.72,Roma,11.07.2003
353,1:57.21,Svetlana Klyuka,RUS,27.12.78,Tula,14.06.2006
357,1:57.22,Olga Mineyeva,RUS,01.09.52,Moskva,12.06.1982
357,1:57.22,Margrit Klinger,FRG,22.06.60,Athínai,08.09.1982
357,1:57.22,Janeth Jepkosgei,KEN,13.02.83,Gateshead,11.06.2006
360,1:57.23,Sigrun Wodars,GDR,07.11.65,Potsdam,05.06.1987
360,1:57.23,Svetlana Masterkova,RUS,17.01.68,Kyiv,11.07.1991
360,1:57.23,Svetlana Cherkasova,RUS,20.05.78,Tula,14.06.2006
360,1:57.23,Caster Semenya,RSA,07.01.91,London,11.08.2012
360,1:57.23,Ajee' Wilson,USA,08.05.94,Eugene,26.06.2022
365,1:57.24,Irina Podyalovskaya,RUS,19.10.59,Sochi,27.05.1984
365,1:57.24,Natalya Dukhnova,BLR,16.07.66,Gomel,22.06.1996
365,1:57.24,Maria Mutola,MOZ,27.10.72,Zürich,16.08.2002
365,1:57.24,Olga Kotlyarova,RUS,12.04.76,Tula,14.06.2006
365,1:57.24,Pamela Jelimo,KEN,15.12.89,Bruxelles,07.09.2012
370,1:57.25,Lyudmila Veselkova,RUS,25.10.50,Zagreb,15.08.1981
370,1:57.25,Lilia Nurutdinova,RUS,15.12.63,Kyiv,07.07.1990
370,1:57.25,Doina Melinte,ROU,27.12.56,Hengelo,28.06.1992
370,1:57.25,Caster Semenya,RSA,07.01.91,Oslo,07.06.2018
374,1:57.26,Elzbieta Katolik,POL,09.01.49,Budapest,11.08.1980
374,1:57.26,Ana Fidelia Quirot,CUB,23.03.63,Belgrad,17.06.1987
374,1:57.26,Francine Niyonsaba,BDI,05.05.93,Saint-Denis,06.07.2013
377,1:57.27,Lyubov Gurina,RUS,06.08.57,Bryansk,17.07.1987
377,1:57.27,Dalia Matusevicien?,LTU,12.11.62,Barcelona,09.09.1989
377,1:57.27,Jearl Miles-Clark,USA,04.09.66,Athínai,23.08.2004
380,1:57.28,Svetlana Styrkina,RUS,01.01.49,Montréal,24.07.1976
380,1:57.28,Doina Melinte,ROU,27.12.56,Warszawa,20.06.1982
380,1:57.28,Milena Strnadová,CZE,23.05.61,Leipzig,27.07.1983
380,1:57.28,Ana Fidelia Quirot,CUB,23.03.63,Zürich,14.08.1996
380,1:57.28,Yelena Soboleva,RUS,03.10.82,Zhukovskiy,24.06.2006
380,1:57.28,Janeth Jepkosgei,KEN,13.02.83,Beijing,16.08.2008
386,1:57.29,Slobodanka Colovic,CRO,10.01.65,Berlin,21.08.1987
387,1:57.3,Zoya Rigel,RUS,15.10.52,Vilnius,20.07.1978
387,1:57.3,Valentina Gerasimova,KAZ,15.05.48,Moskva,06.07.1980
387,1:57.3,Zoya Rigel,RUS,15.10.52,Moskva,06.07.1980
387,1:57.3,Lyudmila Veselkova,RUS,25.10.50,Moskva,12.07.1980
387,1:57.3,Lyubov Gurina,RUS,06.08.57,Podolsk,21.08.1982
387,1:57.3,Tatyana Providokhina,RUS,26.03.53,Podolsk,21.08.1982
387,1:57.30,Anita Weiß,GDR,16.07.55,Stockholm,10.08.1976
387,1:57.30,Sigrun Wodars,GDR,07.11.65,Jena,03.06.1988
395,1:57.31,Irina Podyalovskaya,RUS,19.10.59,Praha,17.08.1984
395,1:57.31,Andrea Hahmann,GER,03.06.66,Neubrandenburg,10.06.1987
395,1:57.31,Argentina Paulino,MOZ,07.07.73,Stuttgart,15.08.1993
395,1:57.31,Pamela Jelimo,KEN,15.12.89,Beijing,16.08.2008
399,1:57.32,Fita Lovin,ROU,14.01.51,Sofia,25.08.1980
399,1:57.32,Stephanie Graf,AUT,26.04.73,Stockholm,01.08.2000
399,1:57.32,Yuliya Krevsun,UKR,08.12.80,Beijing,16.08.2008
402,1:57.33,Larisa Chzhao,RUS,04.02.71,Tula,11.07.2005
403,1:57.34,Ana Fidelia Quirot,CUB,23.03.63,Nice,15.07.1991
403,1:57.34,Stephanie Graf,AUT,26.04.73,Zürich,11.08.2000
403,1:57.34,Tatyana Petlyuk,UKR,22.02.82,Kyiv,15.06.2006
403,1:57.34,Alysia Montaño,USA,26.04.86,Monaco,22.07.2010
407,1:57.35,Nikolina Shtereva,BUL,21.01.55,Montréal,24.07.1976
407,1:57.35,Christine Wachtel,GER,06.01.65,Berlin,08.07.1987
407,1:57.35,Tatyana Grebenchuk,BLR,22.11.62,Kyiv,07.07.1990
407,1:57.35,Christine Wachtel,GER,06.01.65,Zürich,15.08.1990
407,1:57.35,Maria Mutola,MOZ,27.10.72,London,10.09.1993
407,1:57.35,Letitia Vriesde,SUR,05.10.64,Edmonton,12.08.2001
407,1:57.35,Maria Mutola,MOZ,27.10.72,Manchester,29.07.2002
407,1:57.35,Svetlana Klyuka,RUS,27.12.78,Tula,11.07.2005
407,1:57.35,Natoya Goule,JAM,30.03.91,Monaco,09.07.2021
416,1:57.36,Doina Melinte,ROU,27.12.56,Oslo,28.06.1984
416,1:57.36,Maria Mutola,MOZ,27.10.72,Réthymno,21.07.2006
416,1:57.36,Natoya Goule,JAM,30.03.91,Ostrava,09.09.2018
416,1:57.36,Kate Grace,USA,24.10.88,Stockholm,04.07.2021
420,1:57.37,Patricia Djaté,FRA,03.01.71,Monaco,10.08.1996
420,1:57.37,Alysia Montaño,USA,26.04.86,Eugene,01.06.2012
420,1:57.37,Joanna Józwik,POL,30.01.91,Rio de Janeiro,20.08.2016
423,1:57.38,Maria Mutola,MOZ,27.10.72,São Paulo,16.05.1993
423,1:57.38,Ana Fidelia Quirot,CUB,23.03.63,Caorle,15.06.1996
423,1:57.38,Yelena Afanaseyeva,RUS,01.03.67,Nice,16.07.1997
423,1:57.38,Olga Kotlyarova,RUS,12.04.76,Göteborg,10.08.2006
423,1:57.38,Eunice Sum,KEN,10.04.88,Moskva,18.08.2013
423,1:57.38,Charlene Lipsey,USA,16.07.91,Lausanne,06.07.2017
429,1:57.39,Ileana Silai,ROU,14.10.41,Bucuresti,28.08.1977
429,1:57.39,Kim Gallagher,USA,11.06.64,Seoul,25.09.1988
429,1:57.39,Lilia Nurutdinova,RUS,15.12.63,Split,29.08.1990
429,1:57.39,Lyubov Gurina,RUS,06.08.57,Hechtel,18.07.1992
433,1:57.4,Svetlana Styrkina,RUS,01.01.49,Colombes,10.07.1976
433,1:57.4,Fita Lovin,ROU,14.01.51,Bucuresti,17.06.1979
433,1:57.4,Nikolina Shtereva,BUL,21.01.55,Sofia,30.06.1979
433,1:57.4,Lyubov Gurina,RUS,06.08.57,Kirov,30.08.1982
433,1:57.4,Lyudmila Borisova,RUS,30.07.59,Krasnodar,29.05.1983
433,1:57.40,Maria Mutola,MOZ,27.10.72,Monaco,25.07.1995
433,1:57.40,Jearl Miles-Clark,USA,04.09.66,Sevilla,24.08.1999
433,1:57.40,Keely Hodgkinson,GBR,03.03.02,Birmingham,06.08.2022
441,1:57.41,Hildegard Körner,GDR,20.12.59,Cottbus,17.07.1980
441,1:57.41,Olga Mineyeva,RUS,01.09.52,Kyiv,27.07.1982
441,1:57.41,Christine Wachtel,GER,06.01.65,Jena,06.06.1990
441,1:57.41,Patricia Djaté,FRA,03.01.71,Zürich,14.08.1996
445,1:57.42,Fita Lovin,ROU,14.01.51,Sofia,07.06.1981
445,1:57.42,Kirsty Wade,GBR,06.08.62,Belfast,24.06.1985
445,1:57.42,Nadezhda Olizarenko,UKR,28.11.53,Moskva,09.08.1986
445,1:57.42,Sigrun Wodars,GDR,07.11.65,Stuttgart,28.08.1986
445,1:57.42,Ana Fidelia Quirot,CUB,23.03.63,Seattle,23.07.1990
445,1:57.42,Slobodanka Colovic,CRO,10.01.65,Sarajevo,17.08.1990
445,1:57.42,Svetlana Cherkasova,RUS,20.05.78,Tula,11.07.2005
445,1:57.42,Janeth Jepkosgei,KEN,13.02.83,Daegu,04.09.2011
453,1:57.43,Sigrun Wodars,GDR,07.11.65,Neubrandenburg,23.07.1989
453,1:57.43,Ana Fidelia Quirot,CUB,23.03.63,Zürich,15.08.1990
453,1:57.43,Melissa Bishop-Nriagu,CAN,05.08.88,Edmonton,16.07.2016
456,1:57.44,Ella Kovács,ROU,11.12.64,Sochi,26.09.1987
456,1:57.44,Ella Kovács,ROU,11.12.64,Bucuresti,25.06.1992
456,1:57.44,Jolanda Ceplak,SLO,12.09.76,Roma,11.07.2003
459,1:57.45,Hildegard Körner,GDR,20.12.59,Praha,31.08.1978
459,1:57.45,Kirsty Wade,GBR,06.08.62,Zürich,21.08.1985
459,1:57.45,Maite Zúñiga,ESP,28.12.64,Sebilla,01.06.1988
459,1:57.45,Hasna Benhassi,MAR,01.06.78,Lausanne,02.07.1999
459,1:57.45,Natalya Lavshuk,RUS,22.02.80,Tula,31.07.2004
459,1:57.45A,Mary Moraa,KEN,15.06.00,Nairobi,24.06.2022
465,1:57.46,Doina Melinte,ROU,27.12.56,Nice,13.07.1987
465,1:57.46,Dalia Matusevicien?,LTU,12.11.62,Pärnu,13.07.1988
465,1:57.46,Ella Kovács,ROU,11.12.64,Stuttgart,15.08.1993
465,1:57.46,Stephanie Graf,AUT,26.04.73,Bruxelles,24.08.2001
469,1:57.47,Nadezhda Loboyko,RUS,07.09.61,Kyiv,22.06.1984
469,1:57.47,Maria Mutola,MOZ,27.10.72,Zürich,06.08.2004
469,1:57.47,Eunice Sum,KEN,10.04.88,Monaco,15.07.2016
469,1:57.47,Rababe Arafi,MAR,12.01.91,Monaco,20.07.2018
473,1:57.48,Svetla Zlateva-Koleva,BUL,25.02.52,Athínai,24.08.1973
473,1:57.48,Lyudmila Veselkova,RUS,25.10.50,Roma,05.09.1981
473,1:57.48,Kirsty Wade,GBR,06.08.62,Moskva,17.08.1985
473,1:57.48,Ella Kovács,ROU,11.12.64,Roma,09.06.1993
473,1:57.48,Argentina Paulino,MOZ,07.07.73,Nice,21.07.1993
473,1:57.48,Svetlana Klyuka,RUS,27.12.78,Göteborg,10.08.2006
473,1:57.48,Alysia Montaño,USA,26.04.86,Daegu,04.09.2011
473,1:57.48,Fantu Magiso Manedo,ETH,09.06.92,New York City,09.06.2012
481,1:57.49,Tatyana Kazankina,RUS,17.12.51,Montréal,24.07.1976
481,1:57.49,Maria Mutola,MOZ,27.10.72,Barcelona,03.08.1992
481,1:57.49,Maria Mutola,MOZ,27.10.72,Athínai,07.08.1997
481,1:57.49,Ludmila Formanová,CZE,02.01.74,Monaco,04.08.1999
481,1:57.49,Irina Mistyukevich,RUS,17.06.77,Sankt Peterburg,18.06.2000
486,1:57.5,Valentina Gerasimova,KAZ,15.05.48,College Park,07.08.1976
486,1:57.5,Lyudmila Veselkova,RUS,25.10.50,Vilnius,20.07.1978
486,1:57.5,Zoya Rigel,RUS,15.10.52,Podolsk,12.08.1978
486,1:57.5,Nadezhda Olizarenko,UKR,28.11.53,Moskva,23.07.1979
486,1:57.5,Nadezhda Olizarenko,UKR,28.11.53,Kaunas,12.08.1979
486,1:57.5,Tatyana Providokhina,RUS,26.03.53,Moskva,05.07.1980
486,1:57.5,Tatyana Pozdnyakova,UKR,04.03.56,Podolsk,21.08.1982
486,1:57.5,Yekaterina Podkopayeva,RUS,11.06.52,Krasnodar,29.05.1983
486,1:57.5,Ella Kovács,ROU,11.12.64,Roma,26.06.1993
486,1:57.50,Olga Mineyeva,RUS,01.09.52,Moskva,25.07.1980
486,1:57.50,Fita Lovin,ROU,14.01.51,Bucuresti,24.05.1981
486,1:57.50,Slobodanka Colovic,CRO,10.01.65,Seoul,26.09.1988
486,1:57.50,Lilia Nurutdinova,RUS,15.12.63,Tokyo,26.08.1991
486,1:57.50,Svetlana Cherkasova,RUS,20.05.78,Tula,31.07.2004
500,1:57.51,Ana Fidelia Quirot,CUB,23.03.63,Oslo,01.07.1989
500,1:57.51,Yelena Afanaseyeva,RUS,01.03.67,Zagreb,07.07.1998
500,1:57.51,Jearl Miles-Clark,USA,04.09.66,Stockholm,30.07.1999
500,1:57.51,Keely Hodgkinson,GBR,03.03.02,Stockholm,04.07.2021
504,1:57.52,Martina Steuk,GDR,11.11.59,Cottbus,17.07.1980
504,1:57.52,Lyubov Gurina,RUS,06.08.57,Moskva,06.07.1986
504,1:57.52,Lilia Nurutdinova,RUS,15.12.63,Seattle,23.07.1990
504,1:57.52,Svetlana Cherkasova,RUS,20.05.78,Saint-Denis,01.07.2005
504,1:57.52,Melissa Bishop-Nriagu,CAN,05.08.88,Beijing,27.08.2015
504,1:57.52,Margaret Wambui,KEN,15.09.95,Montreuil,07.06.2016
504,1:57.52,Ajee' Wilson,USA,08.05.94,Toronto,11.08.2018
511,1:57.53,Lyudmila Borisova,RUS,30.07.59,Potsdam,21.07.1984
511,1:57.53,Hildegard Körner,GDR,20.12.59,Berlin,22.09.1985
511,1:57.53,Ludmila Formanová,CZE,02.01.74,Zürich,11.08.2000
511,1:57.53,Yekaterina Zavyalova,RUS,01.03.91,London,11.08.2012
515,1:57.54,Nadezhda Zabolotnyeva,KAZ,05.08.61,Moskva,06.07.1986
515,1:57.54,Marina Arzamasova,BLR,17.12.87,Beijing,27.08.2015
515,1:57.54,Margaret Wambui,KEN,15.09.95,London,13.08.2017
518,1:57.55,Tamara Sorokina,RUS,15.08.50,Moskva,07.08.1981
518,1:57.55,Ana Fidelia Quirot,CUB,23.03.63,Tokyo,26.08.1991
518,1:57.55,Lyubov Gurina,RUS,06.08.57,Moskva,12.06.1992
518,1:57.55,Olga Kotlyarova,RUS,12.04.76,Oslo,29.07.2005
518,1:57.55,Athing Mu,USA,08.06.02,Eugene,24.06.2022
523,1:57.56,Elfi Zinn,GDR,24.08.53,Montréal,24.07.1976
523,1:57.56,Hildegard Körner,GDR,20.12.59,Erfurt,02.08.1981
523,1:57.56,Inna Yevseyeva,UKR,14.08.64,Moskva,12.06.1992
523,1:57.56,Lyubov Gurina,RUS,06.08.57,Lausanne,07.07.1993
523,1:57.56,Kelly Holmes,GBR,19.04.70,Birmingham,16.07.1995
523,1:57.56,Ana Fidelia Quirot,CUB,23.03.63,La Habana,15.06.1997
523,1:57.56,Yelena Afanaseyeva,RUS,01.03.67,Athínai,09.08.1997
523,1:57.56,Ana Fidelia Quirot,CUB,23.03.63,Berlin,26.08.1997
523,1:57.56,Maria Mutola,MOZ,27.10.72,Berlin,07.09.1999
523,1:57.56,Stephanie Graf,AUT,26.04.73,Sydney,23.09.2000
523,1:57.56,Mariya Savinova,RUS,13.08.85,Eugene,03.07.2010
523,1:57.56,Fantu Magiso Manedo,ETH,09.06.92,Roma,31.05.2012
523,1:57.56,Eunice Sum,KEN,10.04.88,Beijing,27.08.2015
523,1:57.56,Habitam Alemu,ETH,09.07.97,Tokyo,03.08.2021
537,1:57.57,Yekaterina Podkopayeva,RUS,11.06.52,Torino,04.08.1979
537,1:57.57,Antje Schröder,GDR,02.09.63,Leipzig,27.07.1983
537,1:57.57,Nadezhda Loboyko,RUS,07.09.61,Pärnu,13.07.1988
537,1:57.57,Ellen van Langen,NED,09.02.66,Split,29.08.1990
537,1:57.57,Maria Mutola,MOZ,27.10.72,Eugene,25.05.1997
537,1:57.57,Freweyni Hailu,ETH,12.02.01,Chorzów,20.06.2021
543,1:57.58,Yekaterina Podkopayeva,RUS,11.06.52,Helsinki,09.08.1983
543,1:57.58,Margrit Klinger,FRG,22.06.60,Zürich,21.08.1985
543,1:57.58,Sigrun Wodars,GDR,07.11.65,Neubrandenburg,10.06.1987
543,1:57.58,Ella Kovács,ROU,11.12.64,Tokyo,26.08.1991
543,1:57.58,Svetlana Masterkova,RUS,17.01.68,Odessa,21.05.1993
543,1:57.58,Argentina Paulino,MOZ,07.07.73,Zürich,04.08.1993
543,1:57.58,Maria Mutola,MOZ,27.10.72,Köln,21.08.1994
543,1:57.58,Svetlana Masterkova,RUS,17.01.68,Monaco,04.08.1999
543,1:57.58,Svetlana Masterkova,RUS,17.01.68,Bruxelles,03.09.1999
543,1:57.58,Maria Mutola,MOZ,27.10.72,Saint-Denis,04.07.2003
543,1:57.58,Francine Niyonsaba,BDI,05.05.93,Berlin,03.09.2016
554,1:57.59,Maria Mutola,MOZ,27.10.72,Athínai,09.08.1997
554,1:57.59,Svetlana Cherkasova,RUS,20.05.78,Tula,15.07.2001
554,1:57.59,Pamela Jelimo,KEN,15.12.89,London,11.08.2012
554,1:57.59,Pamela Jelimo,KEN,15.12.89,Lausanne,23.08.2012
554,1:57.59,Caster Semenya,RSA,07.01.91,Oslo,15.06.2017
559,1:57.6,Totka Petrova,BUL,17.12.56,Sofia,21.08.1977
559,1:57.6,Nadezhda Olizarenko,UKR,28.11.53,Vilnius,20.07.1978
559,1:57.6,Tatyana Providokhina,RUS,26.03.53,Tbilisi,17.09.1978
559,1:57.6,Christiane Wartenberg,GDR,27.10.56,Potsdam,29.07.1979
559,1:57.6,Lyudmila Veselkova,RUS,25.10.50,Moskva,12.06.1980
559,1:57.6,Olga Vakhrusheva,UKR,26.11.47,Moskva,06.07.1980
559,1:57.6,Irina Podyalovskaya,RUS,19.10.59,Moskva,16.06.1985
559,1:57.60,Mary Slaney,USA,04.08.58,Gateshead,31.07.1983
559,1:57.60,Doina Melinte,ROU,27.12.56,Los Angeles,06.08.1984
559,1:57.60,Ella Kovács,ROU,11.12.64,Budapest,15.09.1987
559,1:57.60,Maria Mutola,MOZ,27.10.72,Kuala Lumpur,19.09.1998
559,1:57.60,Kate Grace,USA,24.10.88,Oslo,01.07.2021
559,1:57.60,Kate Grace,USA,24.10.88,Eugene,21.08.2021
572,1:57.61,Maria Mutola,MOZ,27.10.72,Berlin,01.09.1995
573,1:57.62,Lyudmila Veselkova,RUS,25.10.50,Moskva,17.09.1981
573,1:57.62,Lyubov Tsyoma,RUS,19.05.63,Moskva,07.06.1987
573,1:57.62,Maria Mutola,MOZ,27.10.72,Atlanta,27.07.1996
573,1:57.62,Lang Yinglai,CHN,22.08.79,Shanghai,22.10.1997
573,1:57.62,María Teresa Martínez,ESP,17.05.76,Osaka,28.08.2007
573,1:57.62,Francine Niyonsaba,BDI,05.05.93,Rieti,13.09.2015
579,1:57.63,Maria Mutola,MOZ,27.10.72,Tokyo,26.08.1991
579,1:57.63,Svetlana Masterkova,RUS,17.01.68,Moskva,31.05.1992
579,1:57.63,Meredith Valmon,USA,15.10.68,Stuttgart,15.08.1993
579,1:57.63,Maria Mutola,MOZ,27.10.72,Sankt Peterburg,28.07.1994
579,1:57.63,Svetlana Masterkova,RUS,17.01.68,Roma,07.07.1999
579,1:57.63,Svetlana Masterkova,RUS,17.01.68,Berlin,07.09.1999
579,1:57.63,Jolanda Ceplak,SLO,12.09.76,Lisboa,25.05.2002
579,1:57.63,Yuliya Krevsun,UKR,08.12.80,Bangkok,14.08.2007
579,1:57.63,Mary Moraa,KEN,15.06.00,Zürich,08.09.2022
588,1:57.64,Totka Petrova,BUL,17.12.56,Budapest,10.07.1979
588,1:57.64,Tudorita Chidu,ROU,17.10.67,Ankara,16.07.1988
588,1:57.64,Malika Akkaoui,MAR,25.12.87,Saint-Denis,06.07.2013
591,1:57.65,Maria Mutola,MOZ,27.10.72,Eugene,24.06.2000
591,1:57.65,Jolanda Ceplak,SLO,12.09.76,München,08.08.2002
591,1:57.65,Francine Niyonsaba,BDI,05.05.93,Rieti,09.09.2012
594,1:57.66,Gabriella Dorio,ITA,26.06.57,Pisa,05.07.1980
594,1:57.66,Raevyn Rogers,USA,07.09.96,Eugene,27.06.2021
594,1:57.66,Alexandra Bell,GBR,04.11.92,Tokyo,03.08.2021
597,1:57.67,Lyubov Gurina,RUS,06.08.57,Donetsk,08.09.1984
597,1:57.67A,Maria Mutola,MOZ,27.10.72,Johannesburg,24.09.1995
597,1:57.67,Maria Mutola,MOZ,27.10.72,Bruxelles,03.09.1999
597,1:57.67,Caster Semenya,RSA,07.01.91,London,09.08.2012
597,1:57.67,Ajee' Wilson,USA,08.05.94,Monaco,18.07.2014
602,1:57.68,Ravilya Agletdinova,BLR,10.02.60,Kyiv,27.07.1982
602,1:57.68,Jarmila Kratochvílová,CZE,26.01.51,Zürich,22.08.1984
602,1:57.68,Mary Slaney,USA,04.08.58,Cork,09.07.1985
602,1:57.68,Ana Fidelia Quirot,CUB,23.03.63,Jerez de la Frontera,03.09.1990
602,1:57.68,Yelena Afanaseyeva,RUS,01.03.67,Roma,14.07.1998
602,1:57.68,Natalya Tsyganova,RUS,07.02.71,Moskva,11.07.2000
602,1:57.68,Jolanda Ceplak,SLO,12.09.76,Roma,02.07.2004
602,1:57.68,Maria Mutola,MOZ,27.10.72,Beijing,18.08.2008
602,1:57.68,Molly Ludlow,USA,04.08.87,Monaco,15.07.2016
602,1:57.68,Melissa Bishop-Nriagu,CAN,05.08.88,London,13.08.2017
602,1:57.68,Faith Kipyegon,KEN,10.01.94,Ad-Dawhah,25.09.2020
602,1:57.68,Mary Moraa,KEN,15.06.00,Stockholm,30.06.2022
614,1:57.69,Anita Weiß,GDR,16.07.55,Dresden,19.05.1976
614,1:57.69,Nadezhda Olizarenko,UKR,28.11.53,Moskva,25.07.1980
614,1:57.69,Fita Lovin,ROU,14.01.51,Rovereto,13.09.1981
614,1:57.69,Ana Fidelia Quirot,CUB,23.03.63,Monaco,25.07.1995
614,1:57.69,Lynsey Sharp,GBR,11.07.90,Rio de Janeiro,20.08.2016
614,1:57.69,Natoya Goule,JAM,30.03.91,Paris,30.06.2018
614,1:57.69,Raevyn Rogers,USA,07.09.96,Monaco,20.07.2018
621,1:57.7,Olga Mineyeva,RUS,01.09.52,Sochi,24.05.1980
621,1:57.7,Tatyana Kazankina,RUS,17.12.51,Moskva,11.06.1980
621,1:57.7,Olga Vakhrusheva,UKR,26.11.47,Moskva,11.06.1980
621,1:57.7,Olga Vakhrusheva,UKR,26.11.47,Moskva,05.07.1980
621,1:57.70,Larisa Mikhaylova,RUS,03.01.69,Athínai,16.06.1999
621,1:57.70,Olga Raspopova,RUS,27.12.78,Stockholm,01.08.2000
621,1:57.70,Rose Mary Almanza,CUB,13.07.92,Saint-Denis,04.07.2015
628,1:57.71,Anita Weiß,GDR,16.07.55,Praha,31.08.1978
628,1:57.71,Maria Mutola,MOZ,27.10.72,Rieti,30.08.1998
628,1:57.71,Tatyana Andrianova,RUS,10.12.79,Kazan,09.07.2004
628,1:57.71,Olga Kotlyarova,RUS,12.04.76,Tula,11.07.2005
628,1:57.71A,Pamela Jelimo,KEN,15.12.89,Nairobi,04.07.2008
628,1:57.71,Lynsey Sharp,GBR,11.07.90,Berlin,06.09.2015
628,1:57.71,Francine Niyonsaba,BDI,05.05.93,Lausanne,25.08.2016
628,1:57.71,Habitam Alemu,ETH,09.07.97,Monaco,09.07.2021
628,1:57.71,Natoya Goule,JAM,30.03.91,Eugene,21.08.2021
628,1:57.71,Keely Hodgkinson,GBR,03.03.02,Oslo,16.06.2022
638,1:57.72,Nadezhda Loboyko,RUS,07.09.61,Sochi,26.05.1984
638,1:57.72,Ana Fidelia Quirot,CUB,23.03.63,Andújar,05.09.1996
638,1:57.72,Ludmila Formanová,CZE,02.01.74,Stockholm,01.08.2000
638,1:57.72,Maria Mutola,MOZ,27.10.72,Ostrava,08.06.2004
638,1:57.72,Ajee' Wilson,USA,08.05.94,Zagreb,29.08.2017
638,1:57.72,Ajee' Wilson,USA,08.05.94,Des Moines,28.07.2019
638,1:57.72,Keely Hodgkinson,GBR,03.03.02,Eugene,28.05.2022
645,1:57.73,Fita Lovin,ROU,14.01.51,Budapest,29.07.1981
645,1:57.73,Lyubov Gurina,RUS,06.08.57,Stuttgart,28.08.1986
645,1:57.73,Andrea Hahmann,GER,03.06.66,Potsdam,05.06.1987
645,1:57.73,Christine Wachtel,GER,06.01.65,Potsdam,08.06.1988
645,1:57.73,Svetlana Masterkova,RUS,17.01.68,Atlanta,29.07.1996
645,1:57.73,Ajee' Wilson,USA,08.05.94,Monaco,12.07.2019
645,1:57.73,Athing Mu,USA,08.06.02,Waco,17.04.2021
652,1:57.74,Nadezhda Loboyko,RUS,07.09.61,Leningrad,01.08.1985
652,1:57.74,Sahily Diago,CUB,26.08.95,La Habana,24.05.2014
652,1:57.74,Francine Niyonsaba,BDI,05.05.93,Rabat,22.05.2016
655,1:57.75,Valentina Lastovka,RUS,58,Sochi,06.10.1985
655,1:57.75,Lyubov Gurina,RUS,06.08.57,Padova,29.08.1993
655,1:57.75,Nancy Jebet Langat,KEN,22.08.81,Eugene,03.07.2010
655,1:57.75,Alysia Montaño,USA,26.04.86,Saint-Denis,06.07.2013
655,1:57.75,Lynsey Sharp,GBR,11.07.90,Monaco,15.07.2016
655,1:57.75,Francine Niyonsaba,BDI,05.05.93,Ad-Dawhah,03.05.2019
661,1:57.76,Lyubov Gurina,RUS,06.08.57,Hechtel,22.07.1995
661,1:57.76,Jolanda Ceplak,SLO,12.09.76,Ostrava,12.06.2003
663,1:57.77,Hildegard Körner,GDR,20.12.59,Potsdam,21.07.1984
663,1:57.77,Yelena Afanaseyeva,RUS,01.03.67,Pärnu,13.07.1988
663,1:57.77,Lu Yi,CHN,10.04.74,Beijing,09.09.1993
663,1:57.77,Yelena Afanaseyeva,RUS,01.03.67,Atlanta,27.07.1996
663,1:57.77,Yelena Kofanova,RUS,08.08.88,Cheboksary,03.07.2012
668,1:57.78,Ana Fidelia Quirot,CUB,23.03.63,Celje,16.06.1989
668,1:57.78,Jolanda Ceplak,SLO,12.09.76,Zürich,16.08.2002
668,1:57.78,Maria Mutola,MOZ,27.10.72,Bruxelles,05.09.2003
668,1:57.78,Maria Mutola,MOZ,27.10.72,Eugene,19.06.2004
668,1:57.78,Caster Semenya,RSA,07.01.91,Eugene,27.05.2017
668,1:57.78,Ajee' Wilson,USA,08.05.94,Sacramento,25.06.2017
668,1:57.78,Eunice Sum,KEN,10.04.88,Lausanne,06.07.2017
668,1:57.78,Habitam Alemu,ETH,09.07.97,Eugene,26.05.2018
676,1:57.79,Meredith Valmon,USA,15.10.68,Monaco,10.08.1996
676,1:57.79,Jolanda Ceplak,SLO,12.09.76,Tríkala,24.06.2003
676,1:57.79,Janeth Jepkosgei,KEN,13.02.83,Hengelo,27.05.2012
679,1:57.8,Lyudmila Veselkova,RUS,25.10.50,Tbilisi,17.09.1978
679,1:57.8,Maricica Puica,ROU,29.07.50,Bucuresti,17.06.1979
679,1:57.8,Olga Mineyeva,RUS,01.09.52,Moskva,23.07.1979
679,1:57.8,Fita Lovin,ROU,14.01.51,Moskva,11.06.1980
679,1:57.8,Maria Enkina,RUS,04.02.51,Volgograd,25.09.1981
679,1:57.80,Tudorita Chidu,ROU,17.10.67,Pitesti,12.08.1988
679,1:57.80,Delisa Walton-Floyd,USA,28.07.61,Seoul,26.09.1988
679,1:57.80,Tatyana Andrianova,RUS,10.12.79,Stockholm,26.07.2005
679,1:57.80,Maryam Yusuf Jamal,BRN,16.09.84,Zürich,29.08.2008
