Place,Time,Athlete,Country,Date of Birth,City,Event Date
342,31:07.88,Jill Hunter,GBR,14.10.66,Frankfurt,30.06.1991
343,31:08.05,Meraf Bahta,SWE,24.06.89,Stockholm,04.05.2021
344,31:08.09,Eveline Chirchir,KEN,10.05.98,Hengelo,10.10.2020
345,31:08.10,Derartu Tulu,ETH,21.03.72,Göteborg,09.08.1995
346,31:08.13,Stephanie Twell,GBR,17.08.89,London,06.07.2019
347,31:08.16,Gelete Burka,ETH,23.01.86,Palo Alto,03.04.2015
348,31:08.23,Afera Godfay,ETH,25.09.91,Sollentuna,27.06.2013
349,31:08.24,Grace Momanyi,KEN,03.03.82,Ostrava,12.06.2008
350,31:08.27,Derartu Tulu,ETH,21.03.72,Brunswick,01.07.2000
351,31:08.41,Catherina McKiernan,IRL,30.11.69,Villeneuve d'Ascq,17.06.1995
352,31:08.42,Wang Junxia,CHN,09.01.73,Jinan,02.06.1993
353,31:08.44,Elizabeth McColgan,GBR,24.05.64,Seoul,30.09.1988
354,31:08.51,Francine Niyonsaba,BDI,05.05.93,Hengelo,08.06.2021
355,31:08.53,Kseniya Agafonova,RUS,25.06.83,Cheboksary,23.07.2009
356,31:08.57,Emily Infeld,USA,21.03.90,San Juan Capistrano,20.02.2021
357,31:08.75,Fernanda Ribeiro,POR,23.06.69,Helsinki,13.08.1994
358,31:08.82,Genet Yalew,ETH,31.12.92,Hengelo,17.06.2015
359,31:08.89,Natalya Berkut,UKR,30.05.75,Tula,25.06.2004
360,31:08.92,Werknesh Kidane,ETH,21.11.81,Birmingham,30.07.2011
361,31:09.02,Shalane Flanagan,USA,07.08.81,Palo Alto,03.04.2015
362,31:09.03,Zhou Chunxiu,CHN,15.11.78,Nanjing,17.10.2005
363,31:09.25,Zhang Lirong,CHN,03.03.73,Beijing,08.09.1993
364,31:09.28,Aberu Kebede,ETH,12.09.89,Eugene,01.06.2012
365,31:09.34,Sun Yingjie,CHN,03.10.77,Benxi,10.06.2002
366,31:09.40,Yelena Vyazova,UKR,18.04.60,Roma,04.09.1987
367,31:09.42,Vibian Chepkurui,KEN,05.06.94,Stockholm,04.05.2021
368,31:09.46,Yuko Kawakami,JPN,01.08.75,Brunswick,01.07.2000
368,31:09.46,Sheila Chepkirui,KEN,27.12.90,Birmingham,03.08.2022
370,31:09.56,Sutume Asefa,ETH,11.12.94,Hengelo,08.06.2021
371,31:09.58,Emily Sisson,USA,12.10.91,Tokyo,07.08.2021
372,31:09.65,Deena Kastor,USA,14.02.73,Sacramento,16.07.2004
373,31:09.79,Rachel Schneider,USA,18.07.91,San Juan Capistrano,05.12.2020
374,31:10.02,Rino Goshima,JPN,29.10.97,Kyoto,10.12.2021
375,31:10.05,Yasemin Can,TUR,11.12.96,Tokyo,07.08.2021
376,31:10.08,Weini Kelati Frezghi,ERI,01.12.96,San Juan Capistrano,05.12.2020
377,31:10.12,Adriana Fernández,MEX,04.04.71,Brunswick,01.07.2000
378,31:10.20,Fancy Chemutai,KEN,20.03.95,Stockholm,04.05.2021
379,31:10.23,Elvan Abeylegesse,TUR,11.09.82,Barcelona,28.07.2010
380,31:10.25,Alia Mohamed Saeed,UAE,18.05.91,Dubai,23.04.2016
381,31:10.27A,Sheila Chelangat,KEN,11.04.98,Nairobi,19.06.2021
382,31:10.35,Kayoko Fukushi,JPN,25.03.82,London,03.08.2012
383,31:10.46,Ma Liyan,CHN,03.11.68,Beijing,08.09.1993
383,31:10.46,Derartu Tulu,ETH,21.03.72,Atlanta,02.08.1996
385,31:10.57,Kayoko Fukushi,JPN,25.03.82,Saint-Denis,23.08.2003
385,31:10.57,Natosha Rogers,USA,07.05.91,Eugene,16.07.2022
387,31:10.68,Bezunesh Bekele,ETH,29.01.83,Utrecht,17.06.2005
388,31:10.69,Amy Cragg,USA,21.01.84,London,03.08.2012
389,31:10.84,Alicia Monson,USA,13.05.98,San Juan Capistrano,05.12.2020
389,31:10.84,Alicia Monson,USA,13.05.98,Eugene,27.05.2022
391,31:11.07,Sharon Lokedi,KEN,10.03.94,San Juan Capistrano,05.12.2020
392,31:11.09,Violah Lagat,KEN,13.03.89,Stockholm,04.05.2021
393,31:11.11A,Nancy Koech,KEN,86,Nairobi,19.06.2021
393,31:11.11,Weini Kelati Frezghi,USA,01.12.96,San Juan Capistrano,06.05.2022
395,31:11.12,Sarah Lahti,SWE,18.02.95,Stockholm,04.05.2021
396,31:11.24,Mihaela Botezan,ROU,21.11.76,Athínai,27.08.2004
397,31:11.26,Song Liqing,CHN,20.01.80,Shanghai,19.10.1997
398,31:11.34,Kathrin Weßel,GER,14.08.67,Roma,04.09.1987
399,31:11.56,Mao Ichiyama,JPN,29.05.97,Osaka,04.12.2020
400,31:11.59,Wang Junxia,CHN,09.01.73,Nanjing,08.05.1996
401,31:11.61,Kayoko Fukushi,JPN,25.03.82,Okayama,27.09.2003
402,31:11.72,Lisa Ondieki,AUS,12.05.60,Helsinki,30.06.1992
403,31:11.75,Elana Meyer,RSA,10.10.66,Barcelona,07.08.1992
403,31:11.75,Ririka Hironaka,JPN,24.11.00,Fukuroi,03.05.2021
405,31:11.79,Rosemary Wanjiru,KEN,21.09.94,Kobe,21.04.2019
406,31:11.86,Alice Nawowuna,KEN,02.01.94,London,05.08.2017
407,31:12.28,Natosha Rogers,USA,07.05.91,San Juan Capistrano,05.12.2020
408,31:12.30,Joanne Pavey,GBR,20.09.73,Beijing,15.08.2008
409,31:12.55,Zhong Huandi,CHN,28.06.67,Stuttgart,21.08.1993
410,31:12.56,Emily Sisson,USA,12.10.91,Ad-Dawhah,28.09.2019
411,31:12.57,Yelena Samokhvalova,RUS,21.11.80,Tula,14.06.2005
412,31:12.58,Wang Mingxia,CHN,06.06.71,Shanghai,19.10.1997
413,31:12.68,Janet Bawcom,USA,22.08.78,London,03.08.2012
414,31:12.80,Lisa Uhl,USA,31.08.87,London,03.08.2012
415,31:12.86,Yasemin Can,TUR,11.12.96,Amsterdam,06.07.2016
415,31:12.86,Dolshi Tesfu,ERI,17.06.99,Hengelo,08.06.2021
417,31:12.93,Sara Moreira,POR,17.10.85,Huelva,11.04.2015
418,31:12.99,Hitomi Niiya,JPN,26.02.88,Ad-Dawhah,28.09.2019
419,31:13.04,Gloria Kite,KEN,29.12.98,Hengelo,06.06.2021
420,31:13.06,Meraf Bahta,SWE,24.06.89,Palo Alto,05.05.2017
421,31:13.18,Caroline Kipkurui,KAZ,26.05.94,Hengelo,06.06.2022
422,31:13.21,Ren Xiujuan,CHN,14.09.74,Nanjing,08.05.1996
422,31:13.21,Camille Buscomb,NZL,11.07.90,Ad-Dawhah,28.09.2019
424,31:13.29,Vivian Cheruiyot,KEN,11.09.83,Bruxelles,05.07.2015
425,31:13.42,Fernanda Ribeiro,POR,23.06.69,Athínai,12.04.2003
426,31:13.50,Viktoriya Klimina,RUS,01.03.76,Kazan,17.07.2008
427,31:13.53,Aberash Minsewo,ETH,22.02.01,Hengelo,06.06.2022
428,31:13.58,Inês Monteiro,POR,18.05.80,Marseille,05.06.2010
429,31:13.67,Teyiba Erkasso,ETH,30.10.82,Utrecht,17.05.2007
430,31:13.72,Stella Chesang,UGA,01.12.96,Hengelo,06.06.2022
431,31:13.75,Adriana Fernández,MEX,04.04.71,Palo Alto,02.05.2003
432,31:13.78,Olga Bondarenko,RUS,02.06.60,Kyiv,24.06.1984
432,31:13.78,Amy Yoder-Begley,USA,11.01.78,Berlin,15.08.2009
434,31:13.79,Shitaye Eshete,BRN,21.05.90,Moskva,11.08.2013
435,31:13.94,Andrea Seccafien,CAN,27.08.90,Irvine,13.05.2021
436,31:13.96,Mihaela Botezan,ROU,21.11.76,München,06.08.2002
437,31:14.00,Dominique Scott,RSA,24.06.92,San Juan Capistrano,04.03.2023
438,31:14.07,Karoline Bjerkeli Grøvdal,NOR,14.06.90,Rio de Janeiro,12.08.2016
439,31:14.08,Evelyn Wambui,KEN,04.04.86,Yamagata,26.09.2008
440,31:14.14,Stella Chesang,UGA,01.12.96,Birmingham,03.08.2022
441,31:14.21,Sabrina Mockenhaupt,GER,06.12.80,Beijing,15.08.2008
442,31:14.27,Alla Zhilyayeva,RUS,05.02.69,Tula,14.06.2005
443,31:14.28,Lornah Kiplagat,NED,01.05.74,Utrecht,20.06.2003
444,31:14.31,Elizabeth McColgan,GBR,24.05.64,Tokyo,30.08.1991
445,31:14.41,Sharon Lokedi,KEN,10.03.94,San Juan Capistrano,06.05.2022
446,31:14.51,Julia Vaquero,ESP,18.09.70,Barakaldo,05.04.1997
447,31:14.52,Gotytom Gebreslase,ETH,15.01.95,Hengelo,29.06.2016
448,31:14.70,Elana Meyer,RSA,10.10.66,Sydney,30.09.2000
449,31:14.80,Benita Willis,AUS,06.05.79,Helsinki,26.07.2006
450,31:14.83,Meselech Melkamu,ETH,19.04.85,Ostrava,31.05.2011
451,31:14.94,Eloise Wellings,AUS,09.11.82,Rio de Janeiro,12.08.2016
452,31:14.98,Linet Masai,KEN,05.12.89,Ostrava,12.06.2008
453,31:15.00,Galina Zakharova,RUS,07.09.56,Kyiv,24.06.1984
454,31:15.05,Mercy Chelangat,KEN,11.07.97,Hengelo,06.06.2021
455,31:15.07,Yoko Shibui,JPN,14.03.79,Kawasaki,27.06.2008
456,31:15.34,Tomoko Hatori,JPN,28.05.81,Kobe,25.04.2004
456,31:15.34,Yukiko Akaba,JPN,18.10.79,Kawasaki,27.06.2008
458,31:15.38,Sally Barsosio,KEN,21.03.78,Stuttgart,21.08.1993
458,31:15.38,Irene Cheptai,KEN,04.02.92,Palo Alto,01.05.2016
460,31:15.62,Shitaye Eshete,BRN,21.05.90,Ad-Dawhah,23.04.2019
461,31:15.65,Kellyn Taylor,USA,22.07.86,San Juan Capistrano,05.12.2020
462,31:15.66,Ingrid Kristiansen,NOR,21.03.56,Oslo,04.07.1987
463,31:15.78,Lonah Chemtai Salpeter,ISR,12.12.88,London,06.07.2019
463,31:15.78,Andrea Seccafien,CAN,27.08.90,San Juan Capistrano,06.03.2022
465,31:15.79,Jane Kiptoo,KEN,08.08.82,Ostrava,12.06.2008
466,31:15.95,Berhane Adere,ETH,21.07.73,Marseille,30.05.2003
467,31:15.97,Betsy Saina,KEN,30.06.88,Palo Alto,29.04.2012
468,31:16.28,Zhang Linli,CHN,06.03.73,Beijing,08.09.1993
469,31:16.38,Caroline Kipkirui,KEN,26.05.94,Palo Alto,01.05.2016
470,31:16.39,Yang Siju,CHN,19.04.73,Shanghai,19.10.1997
471,31:16.42,Maria Conceição Ferreira,POR,13.03.62,Helsinki,30.06.1992
472,31:16.44,Sara Moreira,POR,17.10.85,London,03.08.2012
473,31:16.48,Minami Yamanouchi,JPN,21.12.92,Yamaguchi,08.12.2018
474,31:16.50,Everline Kimwei,KEN,25.08.87,Kobe,21.10.2006
475,31:16.52,Karissa Schweizer,USA,04.05.96,Eugene,26.06.2021
476,31:16.65,Priscah Cherono,KEN,27.06.80,Ostrava,31.05.2011
476,31:16.65,Kara Goucher,USA,09.07.78,Eugene,23.06.2011
478,31:16.68,Ayalew Wude,ETH,04.07.87,Ostrava,27.06.2013
479,31:16.76,Eilish McColgan,GBR,25.11.90,London,06.07.2019
480,31:16.89,Natosha Rogers,USA,07.05.91,San Juan Capistrano,06.03.2022
481,31:16.93,Eva Cherono,KEN,15.08.96,Hengelo,06.06.2022
482,31:16.94,Asmae Leghzaoui,MAR,30.08.76,Tunis,12.09.2001
483,31:17.12,Kara Goucher,USA,09.07.78,Helsinki,26.07.2006
484,31:17.20,Amy Cragg,USA,21.01.84,Palo Alto,05.05.2017
485,31:17.28,Grace Kimanzi,KEN,01.03.92,Yamaguchi,08.12.2018
486,31:17.30,Zhang Yingning,CHN,04.01.90,Wuhan,02.11.2007
487,31:17.31,Jennifer Rhines,USA,01.07.74,Palo Alto,29.04.2007
488,31:17.40,Tabitha Kamau,KEN,03.06.00,Gifu,23.09.2022
489,31:17.62,Bai Xue,CHN,13.12.88,Jinan,26.10.2009
490,31:17.66,Tegla Loroupe,KEN,09.05.73,Göteborg,09.08.1995
491,31:17.72,Jelena Prokopcuka,LAT,21.09.76,München,06.08.2002
492,31:17.80,Beleynesh Oljira,ETH,26.06.90,Ostrava,31.05.2011
493,31:17.86,Deena Kastor,USA,14.02.73,Saint-Denis,23.08.2003
494,31:17.97,Alla Zhilyayeva,RUS,05.02.69,Helsinki,06.08.2005
495,31:18.07,Lisa Uhl,USA,31.08.87,Palo Alto,26.03.2010
496,31:18.12,Sifan Hassan,NED,01.01.93,Palo Alto,02.05.2019
497,31:18.16,Ayuko Suzuki,JPN,08.10.91,Palo Alto,01.05.2016
498,31:18.18,Viorica Ghican,ROU,09.06.65,Helsinki,27.06.1990
498,31:18.18,Yuka Ando,JPN,16.03.94,Fukuroi,03.05.2021
500,31:18.35,Rochelle Kanuho,USA,04.07.90,Portland,09.06.2018
501,31:18.38,Olga Bondarenko,RUS,02.06.60,Roma,04.09.1987
502,31:18.47,Jessica Judd,GBR,07.01.95,Birmingham,03.08.2022
503,31:18.54,Rose Davies,AUS,21.12.99,San Juan Capistrano,06.05.2022
504,31:18.55,Alicia Monson,USA,13.05.98,Eugene,26.06.2021
505,31:18.72,Sally Barsosio,KEN,21.03.78,Palo Alto,30.04.2004
506,31:18.73,Ayuko Suzuki,JPN,08.10.91,Nagoya,24.06.2016
507,31:18.79,Kayoko Fukushi,JPN,25.03.82,Kawasaki,27.06.2008
508,31:18.85,Philes Ongori,KEN,19.07.86,Oita,30.09.2006
509,31:18.89,Ellie Pashley,AUS,10.12.88,Ad-Dawhah,28.09.2019
510,31:18.96,Amy Rudolph,USA,18.09.73,Palo Alto,01.05.2005
511,31:18.97,Ejegayehu Dibaba,ETH,21.03.82,Barakaldo,14.07.2007
512,31:19.00,Werknesh Kidane,ETH,21.11.81,Stockholm,30.05.2009
512,31:19.00,Desi Jisa Mokonin,BRN,12.07.97,Hengelo,10.06.2017
514,31:19.03,Ana Dulce Félix,POR,23.10.82,Amsterdam,06.07.2016
515,31:19.11,Catherina McKiernan,IRL,30.11.69,Dublin,12.06.1994
516,31:19.15,Jessica Augusto,POR,08.11.81,Ostrava,27.05.2010
517,31:19.2A,Betlehem Mulate,ETH,21.03.01,Hawassa,29.03.2022
518,31:19.35,Eilish McColgan,GBR,25.11.90,Birmingham,05.06.2021
519,31:19.40,Hiromi Suzuki,JPN,06.12.68,Osaka,09.06.1996
520,31:19.50,Selamawit Teferi,ISR,24.03.94,Birmingham,05.06.2021
521,31:19.54,Marina Ivanova,RUS,19.01.82,Kazan,17.07.2008
522,31:19.73,Philes Ongori,KEN,19.07.86,Kobe,27.04.2008
522,31:19.73,Yoko Shibui,JPN,14.03.79,Kobe,27.04.2008
524,31:19.74,Mihaela Botezan,ROU,21.11.76,Camaiore,06.04.2002
525,31:19.76,Ulrike Bruns,GDR,17.11.53,Stuttgart,30.08.1986
526,31:19.82,Elizabeth McColgan,GBR,24.05.64,Roma,04.09.1987
526,31:19.82,Yelena Vyazova,UKR,18.04.60,Seoul,30.09.1988
528,31:19.86,Molly Huddle,USA,31.08.84,Sacramento,22.06.2017
529,31:19.87,Amy Cragg,USA,21.01.84,Palo Alto,29.04.2012
529,31:19.87,Alina Reh,GER,23.05.97,Essen,08.06.2019
531,31:19.89,Lynn Jennings,USA,01.07.60,Barcelona,07.08.1992
531,31:19.89,Dominique Scott,RSA,24.06.92,Hengelo,06.06.2021
533,31:19.92,Winfridah Kebaso,KEN,16.04.85,Oita,30.09.2006
533,31:19.92,Millie Paladino,USA,18.10.95,San Juan Capistrano,06.03.2022
535,31:19.96,Karissa Schweizer,USA,04.05.96,Tokyo,07.08.2021
536,31:20.02,Pauline Kamulu,KEN,16.04.95,Gifu,23.09.2022
537,31:20.18,Yasemin Can,TUR,11.12.96,Pacé,28.05.2022
538,31:20.19,Yuko Kawakami,JPN,01.08.75,Osaka,09.06.1996
539,31:20.24,Susan Krumins,NED,08.07.86,London,05.08.2017
540,31:20.28,Ingrid Kristiansen,NOR,21.03.56,Hechtel,10.08.1991
541,31:20.38,Tigist Kiros,ETH,08.06.92,Ostrava,31.05.2011
542,31:20.45,Emily Infeld,USA,21.03.90,London,05.08.2017
543,31:20.46,Masako Chiba,JPN,18.07.76,Osaka,09.06.1996
544,31:20.53,Tegla Loroupe,KEN,09.05.73,Troisdorf,17.08.1997
545,31:20.58,Lidiya Grigoryeva,RUS,21.01.74,Tula,14.06.2005
546,31:20.62,Kathrin Weßel,GER,14.08.67,Jena,28.05.1992
546,31:20.62,Masako Chiba,JPN,18.07.76,Atlanta,02.08.1996
548,31:20.63,Kimberley Smith,NZL,19.11.81,Palo Alto,29.04.2007
549,31:20.66,Aheza Kiros Abeye,ETH,16.10.85,Barakaldo,14.07.2007
550,31:20.96,Jessica Judd,GBR,07.01.95,Birmingham,05.06.2021
551,31:21.00,Kimberley Smith,NZL,19.11.81,Palo Alto,01.05.2005
552,31:21.03,Mizuki Noguchi,JPN,03.07.78,Kobe,25.04.2004
553,31:21.08,Zhong Huandi,CHN,28.06.67,Barcelona,07.08.1992
554,31:21.11,Irene Cheptai,KEN,04.02.92,London,05.08.2017
555,31:21.20,Tegla Loroupe,KEN,09.05.73,Warstein,06.07.1993
555,31:21.20,Katie McGregor,USA,02.09.77,Helsinki,06.08.2005
557,31:21.22,Aheza Kiros Abeye,ETH,16.10.85,Birmingham,11.07.2009
558,31:21.25,Xie Fang,CHN,26.12.89,Wuhan,02.11.2007
559,31:21.27,Lidiya Grigoryeva,RUS,21.01.74,Sydney,30.09.2000
560,31:21.28,Sabrina Mockenhaupt,GER,06.12.80,Barakaldo,02.04.2005
561,31:21.36,Uta Pippig,GER,07.09.65,Jena,28.05.1992
561,31:21.36,Alicia Monson,USA,13.05.98,Tokyo,07.08.2021
563,31:21.42,Kimberley Smith,NZL,19.11.81,Berlin,15.08.2009
564,31:21.53,Samantha Harrison,GBR,01.02.95,Birmingham,03.08.2022
565,31:21.57,Shitaye Eshete,BRN,21.05.90,Daegu,27.08.2011
566,31:21.65,Ednah Kurgat,USA,15.06.91,Irvine,13.05.2021
567,31:21.75,Sarah Lancester,USA,01.12.87,San Juan Capistrano,06.03.2022
568,31:21.78,Marielle Hall,USA,28.01.92,San Juan Capistrano,20.02.2021
569,31:21.90,Sara Hall,USA,15.04.83,Irvine,13.05.2021
570,31:21.92,Elva Dryer,USA,26.09.71,Palo Alto,01.05.2005
570,31:21.92,Yoko Shibui,JPN,14.03.79,Kumagaya,17.05.2008
572,31:22.11,Sally Chepyego,KEN,03.10.85,Moskva,11.08.2013
573,31:22.18,Ejegayehu Dibaba,ETH,21.03.82,Beijing,15.08.2008
574,31:22.24,Jessica Judd,GBR,07.01.95,London,14.05.2022
575,31:22.34,Narumi Kobayashi,JPN,17.04.00,Abashiri,10.07.2021
576,31:22.37,Lucy Kabuu,KEN,24.03.84,Kobe,24.04.2005
577,31:22.38,Rino Goshima,JPN,29.10.97,Kyoto,10.12.2022
578,31:22.55,Paige Stoner,USA,31.01.96,San Juan Capistrano,06.03.2022
579,31:22.63,Hitomi Niiya,JPN,26.02.88,Ad-Dawhah,23.04.2019
580,31:22.67,Emily Infeld,USA,21.03.90,Sacramento,22.06.2017
581,31:22.68,Everline Kimwei,KEN,25.08.87,Oita,30.09.2006
582,31:22.69,Amy Begley,USA,11.01.78,Eugene,25.06.2009
583,31:22.72,Harumi Hiroyama,JPN,02.09.68,Tokyo,05.10.1997
584,31:22.76,Natalya Berkut,UKR,30.05.75,Kyiv,02.07.2001
585,31:22.80,Nathalie De,Vos,BEL,3 Utrecht,17.05.2007
586,31:22.86,Danielle Shanahan,USA,13.08.94,San Juan Capistrano,05.12.2020
587,31:22.89,Helen Lobun,KEN,18.03.99,Kobe,24.04.2022
588,31:22.92,Hanami Sekine,JPN,26.02.96,Nagoya,24.06.2016
589,31:23.07,Chen Huirong,CHN,01.06.88,Wuhan,02.11.2007
590,31:23.13,Courtney Frerichs,USA,18.01.93,San Juan Capistrano,06.03.2022
591,31:23.15,Lyudmila Biktasheva,RUS,25.07.74,Cheboksary,11.07.2002
592,31:23.22,Tegla Loroupe,KEN,09.05.73,Atlanta,02.08.1996
593,31:23.23,Yuko Kawakami,JPN,01.08.75,Atlanta,02.08.1996
594,31:23.24,Wang Junxia,CHN,09.01.73,Changchun,07.09.1995
595,31:23.27,Yukiko Akaba,JPN,18.10.79,Yokohama,23.12.2007
596,31:23.30,Mao Ichiyama,JPN,29.05.97,Abashiri,15.07.2020
597,31:23.35,Sabrina Mockenhaupt,GER,06.12.80,Walnut,17.04.2004
598,31:23.43,Shalane Flanagan,USA,07.08.81,Eugene,25.06.2009
599,31:23.45,Karoline Bjerkeli Grøvdal,NOR,14.06.90,Amsterdam,06.07.2016
600,31:23.49,Kayoko Fukushi,JPN,25.03.82,Berlin,15.08.2009
601,31:23.51,Sara Moreira,POR,17.10.85,Bilbao,03.06.2012
602,31:23.55,Terumi Asoshina,JPN,02.08.82,Kobe,24.04.2005
603,31:23.60,Ababel Yeshaneh,ETH,22.07.91,Hengelo,17.06.2015
604,31:23.81,Susan Krumins,NED,08.07.86,Palo Alto,02.05.2019
605,31:23.86,Sabrina Mockenhaupt,GER,06.12.80,Marseille,05.06.2010
606,31:23.92,Liu Jingying,CHN,19.11.71,Beijing,08.09.1993
607,31:23.96,Elana Meyer,RSA,10.10.66,Stellenbosch,11.02.1995
608,31:23.99,Alice Timbilil,KEN,01.02.83,Utrecht,18.06.2004
609,31:24.00,Kazue Ogoshi,JPN,02.03.81,Okayama,27.09.2003
610,31:24.03,Selamawit Teferi,ISR,24.03.94,München,15.08.2022
611,31:24.08,Julia Vaquero,ESP,18.09.70,Leiria,06.04.1996
612,31:24.09,Ayalew Wude,ETH,04.07.87,Ostrava,31.05.2011
613,31:24.12,Silvia Sommaggio,ITA,20.11.69,Heusden-Zolder,05.08.2000
614,31:24.16,Jennifer Rhines,USA,01.07.74,Helsinki,26.07.2006
615,31:24.18,Alice Nawowuna,KEN,02.01.94,Brazzaville,16.09.2015
616,31:24.20,Lineth Chepkurui,KEN,23.02.88,Palo Alto,01.05.2011
617,31:24.29,Kimberley Smith,NZL,19.11.81,Helsinki,06.08.2005
618,31:24.33,Yumiko Hara,JPN,09.01.82,Kobe,24.04.2005
619,31:24.36,Fernanda Ribeiro,POR,23.06.69,Barakaldo,09.07.2000
620,31:24.47,Stephanie Bruce,USA,14.01.84,San Juan Capistrano,05.12.2020
621,31:24.7A,Helen Obiri,KEN,13.12.89,Nairobi,13.03.2021
622,31:24.78,Molly Huddle,USA,31.08.84,London,05.08.2017
623,31:24.82,Emily Lipari,USA,19.11.92,San Juan Capistrano,06.03.2022
624,31:25.00A,Agnes Tirop,KEN,23.10.95,Nairobi,22.08.2019
625,31:25.15,Elvan Abeylegesse,TUR,11.09.82,Ferrara,07.04.2007
626,31:25.17,Gloria Kite,KEN,29.12.98,Hengelo,10.10.2020
627,31:25.18,Olga Bondarenko,RUS,02.06.60,Moskva,09.06.1985
627,31:25.18,Dominique Scott,RSA,24.06.92,Birmingham,03.08.2022
629,31:25.19,Makena Morely,USA,21.11.96,Irvine,13.05.2021
630,31:25.33,Dulce María Rodríguez,MEX,14.08.72,Palo Alto,01.05.2005
631,31:25.38A,Helen Obiri,KEN,13.12.89,Nairobi,22.08.2019
632,31:25.45,Sally Kipyego,KEN,19.12.85,Palo Alto,04.05.2008
633,31:25.46,Eyerusalem Kuma,ETH,04.11.81,Utrecht,18.06.2004
634,31:25.49,Sinead Diver,AUS,17.02.77,Ad-Dawhah,28.09.2019
635,31:25.57,Shalane Flanagan,USA,07.08.81,Daegu,27.08.2011
635,31:25.57,Amy-Eloise Markovc,GBR,05.08.95,London,14.05.2022
637,31:25.61,Gotytom Gebreslase,ETH,15.01.95,Palo Alto,05.05.2017
638,31:25.64,Emily Sisson,USA,12.10.91,Sacramento,22.06.2017
639,31:25.77,Jessica Augusto,POR,08.11.81,Barcelona,28.07.2010
640,31:25.91,Amy-Eloise Markovc,GBR,05.08.95,Irvine,13.05.2021
641,31:25.94,Katie McGregor,USA,02.09.77,Palo Alto,01.05.2005
642,31:25.98,Jessica Judd,GBR,07.01.95,Irvine,13.05.2021
643,31:26.05,Mestawat Tufa,ETH,14.09.83,El Djezair,21.07.2007
644,31:26.08,Inga Abitova,RUS,06.03.82,Zhukovskiy,14.07.2007
645,31:26.10,Joyce Chepkirui,KEN,20.08.88,Melbourne,10.12.2011
646,31:26.11,Elizabeth McColgan,GBR,24.05.64,Barcelona,07.08.1992
647,31:26.22A,Rosemary Wanjiru,KEN,21.09.94,Nairobi,22.08.2019
648,31:26.34,Susie Power,AUS,26.03.75,Melbourne,06.12.2001
649,31:26.36,Emily Sisson,USA,12.10.91,London,05.08.2017
650,31:26.46,Iulia Olteanu,ROU,26.01.67,Atlanta,02.08.1996
651,31:26.48,Kara Goucher,USA,09.07.78,Portland,31.05.2008
652,31:26.55,Sara Moreira,POR,17.10.85,Marseille,05.06.2010
653,31:26.66,Jennifer Rhines,USA,01.07.74,Helsinki,06.08.2005
654,31:26.67,Yuko Kawakami,JPN,01.08.75,Tokyo,05.10.1997
655,31:26.79,Kathrin Weßel,GER,14.08.67,Potsdam,08.06.1988
656,31:26.84,Harumi Hiroyama,JPN,02.09.68,Sevilla,26.08.1999
657,31:26.88,Elva Dryer,USA,26.09.71,Palo Alto,02.05.2003
658,31:26.94,Joanne Pavey,GBR,20.09.73,Watford,30.06.2007
658,31:26.94,Emily Infeld,USA,21.03.90,Rio de Janeiro,12.08.2016
660,31:27.00,Wang Xiuting,CHN,16.02.65,Guangzhou,29.11.1987
661,31:27.05,Sabrina Mockenhaupt,GER,06.12.80,Palo Alto,04.05.2008
662,31:27.07,Julia Vaquero,ESP,18.09.70,Atlanta,02.08.1996
663,31:27.12,Molly Huddle,USA,31.08.84,Palo Alto,04.05.2008
664,31:27.30,Ayako Suzuki,JPN,17.12.80,London,05.08.2017
665,31:27.35,Bao Guiying,CHN,20.01.86,Nanjing,17.10.2005
666,31:27.44,Yuko Kawakami,JPN,01.08.75,Sydney,30.09.2000
667,31:27.57,Chiemi Takahashi,JPN,16.02.76,Sendai,16.05.1998
668,31:27.58,Raisa Sadreydinova,RUS,09.05.50,Odessa,07.09.1983
668,31:27.58,Derartu Tulu,ETH,21.03.72,Mito,07.05.1995
670,31:27.62,Chiemi Takahashi,JPN,16.02.76,Sevilla,26.08.1999
671,31:27.73,Jackline Chepngeno,KEN,16.01.93,Durban,25.06.2016
672,31:27.80,Tiki Gelana,ETH,22.10.87,Ostrava,12.06.2008
673,31:27.82,Maria Guida,ITA,23.01.66,Göteborg,09.08.1995
674,31:27.83,Salina Kosgei,KEN,16.11.76,Manchester,30.07.2002
675,31:27.86,Jelena Prokopcuka,LAT,21.09.76,Lisboa,01.04.2000
676,31:27.96,Edith Masai,KEN,04.04.67,Bambous,12.08.2006
677,31:27.99,Hou Juhua,CHN,67,Guangzhou,29.11.1987
678,31:28.06,Wang Xiuting,CHN,16.02.65,Barcelona,07.08.1992
679,31:28.07,Sally Chepyego,KEN,03.10.85,Kobe,20.04.2014
680,31:28.12,Nyla Carroll,NZL,24.11.65,Hechtel,19.07.1997
681,31:28.15,Masako Chiba,JPN,18.07.76,Kobe,21.04.1996
682,31:28.19,Werknesh Kidane,ETH,21.11.81,Birmingham,23.06.2012
683,31:28.20,Harumi Okamoto,JPN,07.02.98,Yamaguchi,08.12.2018
684,31:28.21,Sabrina Mockenhaupt,GER,06.12.80,Helsinki,06.08.2005
685,31:28.26,Hitomi Niiya,JPN,26.02.88,Kobe,22.04.2012
685,31:28.26,Mercyline Chelangat,UGA,17.12.97,Eugene,16.07.2022
