Place,Time,Wind,Athlete,Country,Date of Birth,City,Event Date
1914,22.55,-0.3,Florence Griffith-Joyner,USA,21.12.59,Helsinki,12.08.1983
1914,22.55,+1.1,Kirsten Emmelmann,GDR,19.04.61,Jena,12.06.1985
1914,22.55,-1.1,Pam Marshall,USA,16.08.60,Zürich,21.08.1985
1914,22.55A,+1.6,Evette de Klerk,RSA,21.08.65,Germiston,12.04.1986
1914,22.55,+0.6,Silke Möller,GER,20.06.64,Erfurt,01.06.1986
1914,22.55,±0.0,Marita Koch,GDR,18.02.57,Erfurt,01.06.1986
1914,22.55A,+0.1,Evelyn Ashford,USA,15.04.57,San José,25.06.1987
1914,22.55,+1.2,Nadezhda Georgieva,BUL,02.09.61,Roma,03.09.1987
1914,22.55,+1.8,Galina Malchugina,RUS,17.12.62,Seoul,29.09.1988
1914,22.55,+0.4,Dannette Young,USA,06.10.64,Norwalk,16.06.1990
1914,22.55,-0.5,Grace Jackson,JAM,14.06.61,Budapest,05.08.1990
1914,22.55,-1.1,Grit Breuer,GER,16.02.72,Zürich,15.08.1990
1914,22.55,-1.1,Pauline Davis-Thompson,BAH,09.07.66,Zürich,15.08.1990
1914,22.55,-1.4,Grit Breuer,GER,16.02.72,Hannover,28.07.1991
1914,22.55,+0.9,Dannette Young,USA,06.10.64,Irvine,07.06.1992
1914,22.55,-2.9,Marie-José Pérec,FRA,09.05.68,Narbonne,28.06.1992
1914,22.55,+1.0,Merlene Ottey,JAM,10.05.60,Granada,29.05.1993
1914,22.55,+1.4,Silke Knoll,GER,21.02.67,Erfurt,03.07.1994
1914,22.55,+0.4,Gwen Torrence,USA,12.06.65,Baton Rouge,22.04.1995
1914,22.55,+1.6,Cathy Freeman,AUS,16.02.73,Lausanne,05.07.1995
1914,22.55,+0.7,Merlene Ottey,JAM,10.05.60,Göteborg,09.08.1995
1914,22.55,+1.6,Melanie Paschke,GER,29.06.70,Madrid,02.06.1996
1914,22.55,-0.6,Celena Mondie-Milner,USA,06.08.68,Atlanta,23.06.1996
1914,22.55,-1.3,Irina Privalova,RUS,12.11.68,Sankt Peterburg,04.07.1996
1914,22.55,-0.1,Cathy Freeman,AUS,16.02.73,Zürich,14.08.1996
1914,22.55,-0.8,Inger Miller,USA,12.06.72,Athínai,06.08.1997
1914,22.55,+1.4,Cathy Freeman,AUS,16.02.73,Austin,02.05.1998
1914,22.55,+0.5,Svetlana Goncharenko,RUS,26.05.71,Moskva,02.08.1998
1914,22.55,+1.8,Nanceen Perry,USA,19.04.77,Boise,02.06.1999
1914,22.55,+0.5,Sevatheda Fynes,BAH,17.10.74,Nassau,19.06.1999
1914,22.55,+0.8,Debbie Ferguson-McKenzie,BAH,16.01.76,Berlin,07.09.1999
1914,22.55,-2.9,Sevatheda Fynes,BAH,17.10.74,München,11.09.1999
1914,22.55,-2.9,Merlene Frazer,JAM,27.12.73,München,11.09.1999
1914,22.55,+0.4,Kim Gevaert,BEL,05.08.78,Bruxelles,11.07.2004
1914,22.55,±0.0,Oleysa Zykina,RUS,07.10.80,Tula,24.07.2005
1914,22.55,+1.3,Shericka Williams,JAM,17.09.85,Rieti,27.08.2006
1914,22.55,+0.4,Torri Edwards,USA,31.01.77,Indianapolis,24.06.2007
1914,22.55,-1.9,Veronica Campbell-Brown,JAM,16.05.82,London,03.08.2007
1914,22.55,-0.4,Veronica Campbell-Brown,JAM,16.05.82,Osaka,29.08.2007
1914,22.55,-0.2,Susanthika Jayasinghe,SRI,17.12.75,Osaka,29.08.2007
1914,22.55,+1.1,Susanthika Jayasinghe,SRI,17.12.75,Osaka,29.08.2007
1914,22.55,-0.1,Marshevet Hooker,USA,25.09.84,Eugene,05.07.2008
1914,22.55,+1.9,Charonda Williams,USA,27.03.87,Eugene,28.06.2009
1914,22.55,+0.3,Anneisha McLaughlin-Whilby,JAM,06.01.86,Berlin,20.08.2009
1914,22.55,±0.0,Shalonda Solomon,USA,19.12.85,Saint-Denis,16.07.2010
1914,22.55,-0.1,Schillonie Calvert,JAM,27.07.88,Zagreb,13.09.2011
1914,22.55,+0.2,Semoy Hackett,TTO,27.11.88,Jacksonville,26.05.2012
1914,22.55,+1.8,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Kingston,30.06.2012
1914,22.55,±0.0,Murielle Ahouré-Demps,CIV,23.08.87,Saint-Denis,06.07.2012
1914,22.55,+0.5,Murielle Ahouré-Demps,CIV,23.08.87,London,06.08.2012
1914,22.55,+1.9,Octavious Freeman,USA,20.04.92,Greensboro,25.05.2013
1914,22.55,+1.0,Sherone Simpson,JAM,12.08.84,Kingston,23.06.2013
1914,22.55,+0.9,Blessing Okagbare,NGR,09.10.88,Birmingham,30.06.2013
1914,22.55,+0.9,Jeneba Tarmoh,USA,27.09.89,Eugene,27.06.2015
1914,22.55,+1.4,Simone Facey,JAM,07.05.85,Edmonton,12.07.2015
1914,22.55,+0.4,Felicia Brown,USA,27.10.93,Tallahassee,16.04.2016
1914,22.55,+0.1,Jenna Prandini,USA,20.11.92,Rio de Janeiro,16.08.2016
1914,22.55,-0.3,Quanera Hayes,USA,07.03.92,Gainesville,28.04.2017
1914,22.55,+0.7,Ariana Washington,USA,04.09.96,Austin,26.05.2017
1914,22.55,+1.7,Brittany Brown,USA,18.04.95,Eugene,28.05.2017
1914,22.55,+1.7,Brittany Brown,USA,18.04.95,Eugene,08.06.2017
1914,22.55,-0.8,Deajah Stevens,USA,19.05.95,Sacramento,24.06.2017
1914,22.55,+0.9,Natalliah Whyte,JAM,09.08.97,Auburn,21.04.2018
1914,22.55,+0.4,Shericka Jackson,JAM,16.07.94,Kingston,19.05.2018
1914,22.55,+0.4,Shericka Jackson,JAM,16.07.94,Birmingham,18.08.2018
1914,22.55,+0.5,Ivet Lalova-Collio,BUL,18.05.84,Osaka,19.05.2019
1914,22.55,+1.3,Ka´tia Seymour,USA,03.10.97,Austin,06.06.2019
1914,22.55,+0.7,Lynna Irby-Jackson,USA,06.12.98,Székesfehérvár,19.08.2020
1914,22.55,±0.0,Tamara Clark,USA,09.01.99,College Station,13.05.2021
1914,22.55,+0.9,Cambrea Sturgis,USA,27.03.99,Eugene,10.06.2021
1914,22.55,+1.3,Anthonique Strachan,BAH,22.08.93,Kingston,23.04.2022
1914,22.55,+0.7,Elaine Thompson-Herah,JAM,28.06.92,Kingston,21.05.2022
1914,22.55,+2.0,Mariah Ayers,USA,08.09.00,Fayetteville,28.05.2022
1914,22.55,+1.2,A'Keyla Mitchell,USA,25.11.95,Nashville,05.06.2022
1914,22.55,+0.6,Mujinga Kambundji,SUI,17.06.92,Eugene,21.07.2022
1994,22.56,+1.8,Merlene Ottey,JAM,10.05.60,Eugene,23.05.1980
1994,22.56,-1.8,Jarmila Kratochvílová,CZE,26.01.51,Praha,21.05.1983
1994,22.56,-0.2,Marita Koch,GDR,18.02.57,Bratislava,04.06.1983
1994,22.56,+0.7,Tatána Kocembová,CZE,02.05.62,Praha,23.06.1983
1994,22.56,-1.5,Chandra Cheeseborough,USA,10.01.59,Los Angeles,26.06.1983
1994,22.56,-2.0,Bärbel Wöckel,GDR,21.03.55,Karl-Marx-Stadt,20.05.1984
1994,22.56,-2.0,Florence Griffith-Joyner,USA,21.12.59,Los Angeles,08.08.1984
1994,22.56,-0.4,Heike-Elke Gaugel,FRG,11.07.59,Stuttgart,04.08.1985
1994,22.56,-1.4,Pam Marshall,USA,16.08.60,Zürich,13.08.1986
1994,22.56,+1.9,Mary Onyali,NGR,03.02.68,Baton Rouge,03.06.1987
1994,22.56,-0.6,Florence Griffith-Joyner,USA,21.12.59,Roma,01.09.1987
1994,22.56,+0.4,Silke Möller,GER,20.06.64,Bratislava,09.06.1988
1994,22.56,+1.6,Jackie Joyner-Kersee,USA,03.03.62,Seoul,23.09.1988
1994,22.56,+0.6,Grace Jackson,JAM,14.06.61,Bruxelles,25.08.1989
1994,22.56,+1.1,Dannette Young,USA,06.10.64,Berlin,04.07.1990
1994,22.56,+0.2,Galina Malchugina,RUS,17.12.62,Split,29.08.1990
1994,22.56,-1.3,Gwen Torrence,USA,12.06.65,New York City,24.05.1992
1994,22.56,-1.8,Carlette Guidry,USA,04.09.68,New Orleans,26.06.1992
1994,22.56,-0.3,Wang Huei-chen,TPE,21.02.70,Yilan,30.10.1992
1994,22.56,-0.4,Marie-José Pérec,FRA,09.05.68,Dijon,13.06.1993
1994,22.56,+0.9,Galina Malchugina,RUS,17.12.62,Bruxelles,03.09.1993
1994,22.56,-2.1,Chen Zhaojing,CHN,05.04.69,Beijing,13.09.1993
1994,22.56,-0.8,Mary Onyali,NGR,03.02.68,Durham,12.08.1994
1994,22.56,+0.9,Melanie Paschke,GER,29.06.70,Chemnitz,25.05.1995
1994,22.56,+1.1,Beverly McDonald,JAM,15.02.70,Lausanne,05.07.1995
1994,22.56,+1.6,Mary Onyali,NGR,03.02.68,Lausanne,05.07.1995
1994,22.56,+0.1,Marina Trandenkova,RUS,07.01.67,Sankt Peterburg,05.07.1996
1994,22.56,+0.1,Carlette Guidry,USA,04.09.68,Atlanta,01.08.1996
1994,22.56,±0.0,Sylviane Félix,FRA,31.10.77,Athínai,06.08.1997
1994,22.56,±0.0,Zhanna Block,UKR,06.07.72,Athínai,06.08.1997
1994,22.56,±0.0,Du Xiujie,CHN,27.11.71,Shanghai,22.10.1997
1994,22.56,-1.0,Melinda Gainsford-Taylor,AUS,01.10.71,Melbourne,25.02.1998
1994,22.56,-1.4,Marion Jones,USA,12.10.75,Shizuoka,03.05.1998
1994,22.56,±0.0,Peta-Gaye Dowdie,JAM,18.01.77,Athens GA,16.05.1999
1994,22.56,+0.8,Sevatheda Fynes,BAH,17.10.74,Roma,07.07.1999
1994,22.56,±0.0,Merlene Frazer,JAM,27.12.73,Barcelona,29.07.1999
1994,22.56,-1.9,Lauren Hewitt,AUS,25.11.78,Melbourne,13.01.2000
1994,22.56,+2.0,LaTasha Jenkins,USA,19.12.77,Palo Alto,22.06.2003
1994,22.56,+1.1,Torri Edwards,USA,31.01.77,Réthymno,06.07.2003
1994,22.56,±0.0,Veronica Campbell-Brown,JAM,16.05.82,Linz,02.08.2004
1994,22.56,+0.5,Abiodun Oyepitan,GBR,30.12.79,Athínai,24.08.2004
1994,22.56,+0.5,Ivet Lalova-Collio,BUL,18.05.84,Athínai,24.08.2004
1994,22.56,+0.4,Debbie Ferguson-McKenzie,BAH,16.01.76,Heusden-Zolder,22.07.2006
1994,22.56,+2.0,Sanya Richards-Ross,USA,26.02.85,Arlington,29.03.2008
1994,22.56,-0.5,Bianca Knight,USA,02.01.89,Oslo,06.06.2008
1994,22.56,+0.4,Sanya Richards-Ross,USA,26.02.85,Saint-Denis,18.07.2008
1994,22.56,±0.0,Aleksandra Fedoriva,RUS,13.09.88,Kazan,19.07.2008
1994,22.56,+1.7,Debbie Ferguson-McKenzie,BAH,16.01.76,New York City,30.05.2009
1994,22.56,+1.0,Myriam Soumaré,FRA,29.10.86,London,07.08.2012
1994,22.56,+0.3,Myriam Soumaré,FRA,29.10.86,Zürich,14.08.2014
1994,22.56,+1.8,Candyce McGrone,USA,24.03.89,Tampa,11.04.2015
1994,22.56,+0.4,Kyra Jefferson,USA,23.09.94,Eugene,28.06.2015
1994,22.56,+1.4,Shalonda Solomon,USA,19.12.85,Edmonton,12.07.2015
1994,22.56,-0.1,Marie-Josée Ta Lou,CIV,18.11.88,Beijing,27.08.2015
1994,22.56,+1.6,Kyra Jefferson,USA,23.09.94,Tuscaloosa,12.05.2016
1994,22.56,+0.9,Shakima Wimbley,USA,23.04.95,Tallahassee,15.05.2016
1994,22.56,+1.9,Libania Grenot,ITA,12.07.83,Tampa,27.05.2016
1994,22.56,+0.4,Gabrielle Thomas,USA,07.12.96,Lexington,27.05.2017
1994,22.56,-0.3,Léa Sprunger,SUI,05.03.90,Zürich,22.07.2017
1994,22.56,+0.5,Lynna Irby-Jackson,USA,06.12.98,Tampa,26.05.2018
1994,22.56,+0.5,Kortnei Johnson,USA,11.08.97,Tampa,26.05.2018
1994,22.56,+0.5,Jamile Samuel,NED,24.04.92,Luzern,09.07.2018
1994,22.56,-0.2,Salwa Eid Naser,BRN,23.05.98,Nanjing,21.05.2019
1994,22.56,+1.8,Kayla White,USA,24.09.96,Jacksonville,25.05.2019
1994,22.56,-0.7,Dafne Schippers,NED,15.06.92,Oslo,13.06.2019
1994,22.56,+0.4,Dezerea Bryant,USA,27.04.93,Ad-Dawhah,30.09.2019
1994,22.56,+0.5,Dezerea Bryant,USA,27.04.93,Ad-Dawhah,01.10.2019
1994,22.56,+0.8,Dina Asher-Smith,GBR,04.12.95,Savona,13.05.2021
1994,22.56,+0.4,Tamara Clark,USA,09.01.99,Eugene,10.06.2021
1994,22.56,+1.0,Allyson Felix,USA,18.11.85,Eugene,24.06.2021
1994,22.56,+0.9,Jenna Prandini,USA,20.11.92,Tokyo,02.08.2021
1994,22.56,+0.3,Anthonique Strachan,BAH,22.08.93,Tokyo,02.08.2021
1994,22.56,+0.3,Riley Day,AUS,30.03.00,Tokyo,02.08.2021
1994,22.56,±0.0,Beatrice Masilingi,NAM,10.04.03,Birmingham AL,02.04.2022
1994,22.56,+0.6,Tamara Clark,USA,09.01.99,Székesfehérvár,08.06.2022
1994,22.56,+0.4,Dina Asher-Smith,GBR,04.12.95,Eugene,18.07.2022
1994,22.56,+1.6,Autumn Wilson,USA,16.12.03,Athens,07.04.2023
1994,22.56,+1.4,Kayla White,USA,24.09.96,Hengelo,04.06.2023
2072,22.57,+0.5,Marlies Göhr,GDR,21.03.58,Leipzig,24.06.1979
2072,22.57,+0.1,Natalya Bochina,RUS,04.01.62,Moskva,12.06.1980
2072,22.57,+1.9,Merlene Ottey,JAM,10.05.60,Bratislava,06.06.1981
2072,22.57,-1.7,Kathy Cook,GBR,03.05.60,London,21.08.1983
2072,22.57,-0.6,Jarmila Kratochvílová,CZE,26.01.51,Hannover,16.06.1984
2072,22.57,+1.1,Rose-Aimee Bacoul,FRA,09.01.52,Los Angeles,08.08.1984
2072,22.57,+1.0,Merlene Ottey,JAM,10.05.60,Los Angeles,09.08.1984
2072,22.57,+0.9,Grace Jackson,JAM,14.06.61,Indianapolis,16.06.1985
2072,22.57,+0.1,Valerie Brisco,USA,06.07.60,Baton Rouge,27.07.1985
2072,22.57,-0.3,Ewa Kasprzyk,POL,07.09.57,Stockholm,01.07.1986
2072,22.57,+0.8,Silke Möller,GER,20.06.64,Helsinki,07.07.1986
2072,22.57A,+1.2,Randy Givens,USA,27.03.62,San José,26.06.1987
2072,22.57,+1.0,Anelia Nuneva,BUL,30.06.62,Bern,08.07.1987
2072,22.57,-0.9,Nadezhda Georgieva,BUL,02.09.61,Sofia,04.09.1988
2072,22.57,-1.0,Dannette Young,USA,06.10.64,Zürich,15.08.1990
2072,22.57,+0.2,Heike Drechsler,GER,16.12.64,Split,30.08.1990
2072,22.57,+0.7,Kimberley Walker,USA,23.12.67,Lincoln,20.05.1991
2072,22.57,-0.3,Grit Breuer,GER,16.02.72,Dijon,15.06.1991
2072,22.57,+1.0,Holli Hyche,USA,06.09.71,Boise,03.06.1994
2072,22.57,+0.9,Galina Malchugina,RUS,17.12.62,Sankt Peterburg,15.07.1994
2072,22.57,+0.5,Dannette Young,USA,06.10.64,Athens GA,06.05.1995
2072,22.57,-0.7,Silke Knoll,GER,21.02.67,Göteborg,10.08.1995
2072,22.57,+1.6,Inger Miller,USA,12.06.72,Atlanta,22.06.1996
2072,22.57,-0.4,Inger Miller,USA,12.06.72,Atlanta,31.07.1996
2072,22.57,+1.7,Hana Benesová,CZE,19.04.75,Turku,13.07.1997
2072,22.57,+0.2,Sylviane Félix,FRA,31.10.77,Athínai,07.08.1997
2072,22.57,+0.1,Mercy Nku,NGR,17.07.76,Dortmund,26.06.1999
2072,22.57,+0.5,Tania Van Heer-Murphy,AUS,30.12.70,Sevilla,25.08.1999
2072,22.57,-0.2,Chandra Sturrup,BAH,12.09.71,Nassau,22.07.2000
2072,22.57,+1.7,Michelle Collins,USA,12.02.71,Sacramento,23.07.2000
2072,22.57,+0.4,Cathy Freeman,AUS,16.02.73,Gateshead,28.08.2000
2072,22.57,-0.1,Cydonie Mothersill,CAY,19.03.78,Orlando,21.04.2001
2072,22.57,+0.5,Beverly McDonald,JAM,15.02.70,Bruxelles,24.08.2001
2072,22.57,+1.6,Anastasiya Kapachinskaya,RUS,21.11.79,Monaco,13.09.2003
2072,22.57,+1.4,Debbie Ferguson-McKenzie,BAH,16.01.76,Athínai,23.08.2004
2072,22.57,+0.8,Ivet Lalova-Collio,BUL,18.05.84,Athínai,25.08.2004
2072,22.57,+1.1,Svetlana Pospelyova,RUS,11.03.69,Tula,24.07.2005
2072,22.57,+1.6,Cydonie Mothersill,CAY,19.03.78,Bendigo,12.03.2006
2072,22.57A,+1.4,Nickiesha Anderson,JAM,18.03.85,Boulder,18.05.2008
2072,22.57,+1.9,LaShauntea Moore,USA,31.07.83,Eugene,28.06.2009
2072,22.57,+0.1,Shericka Williams,JAM,17.09.85,Thessaloníki,12.09.2009
2072,22.57,±0.0,Kerron Stewart,JAM,16.04.84,Auburn,17.04.2010
2072,22.57,+0.6,Porscha Lucas,USA,18.06.88,Des Moines,27.06.2010
2072,22.57,+0.8,Tianna Bartoletta,USA,30.08.85,Eugene,28.06.2012
2072,22.57,+0.8,Tianna Bartoletta,USA,30.08.85,Eugene,28.06.2012
2072,22.57,-0.2,Murielle Ahouré-Demps,CIV,23.08.87,London,08.08.2012
2072,22.57,+0.1,Octavious Freeman,USA,20.04.92,Coral Gables,11.04.2013
2072,22.57,+1.4,Chauntae Bayne,USA,04.04.84,São Paulo,19.05.2013
2072,22.57,+0.1,Tori Bowie,USA,27.08.90,Clermont,26.04.2014
2072,22.57,-1.1,Marie-Josée Ta Lou,CIV,18.11.88,Brazzaville,17.09.2015
2072,22.57,+0.3,Natasha Hastings,USA,23.07.86,Nassau,16.04.2016
2072,22.57,±0.0,Dina Asher-Smith,GBR,04.12.95,Amsterdam,06.07.2016
2072,22.57,+1.3,Ivet Lalova-Collio,BUL,18.05.84,Amsterdam,06.07.2016
2072,22.57,+0.4,Allyson Felix,USA,18.11.85,Eugene,09.07.2016
2072,22.57,+0.8,Simone Facey,JAM,07.05.85,Rio de Janeiro,16.08.2016
2072,22.57,+0.5,Shericka Jackson,JAM,16.07.94,Kingston,15.04.2017
2072,22.57,+0.7,Kyra Jefferson,USA,23.09.94,Gainesville,28.04.2017
2072,22.57,+0.3,Jenna Prandini,USA,20.11.92,Kingston,10.06.2017
2072,22.57,-0.8,Ariana Washington,USA,04.09.96,Sacramento,24.06.2017
2072,22.57,-0.7,Tamara Clark,USA,09.01.99,Gainesville,13.04.2018
2072,22.57,+1.6,Shania Collins,USA,14.11.96,Fayetteville,28.04.2018
2072,22.57,+1.8,Sha'Carri Richardson,USA,25.03.00,Fayetteville,11.05.2019
2072,22.57,+1.2,Salwa Eid Naser,BRN,23.05.98,Salamanca,08.06.2019
2072,22.57,+0.4,TyNia Gaither,BAH,16.03.93,Ad-Dawhah,30.09.2019
2072,22.57,+0.4,TyNia Gaither,BAH,16.03.93,Ad-Dawhah,01.10.2019
2072,22.57,+0.9,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Kingston,09.08.2020
2072,22.57,+1.0,Lynna Irby-Jackson,USA,06.12.98,Gainesville,16.04.2021
2072,22.57,+0.7,Kyra Jefferson,USA,23.09.94,Eugene,24.06.2021
2072,22.57,+0.3,Jenna Prandini,USA,20.11.92,Tokyo,02.08.2021
2072,22.57,+2.0,Laila Owens,USA,24.10.02,College Station,02.04.2022
2072,22.57,+0.6,Natalliah Whyte,JAM,09.08.97,Gainesville,15.04.2022
2072,22.57,+1.3,Melissa Jefferson,USA,21.02.01,Bloomington,26.05.2022
2072,22.57,+0.6,Anavia Battle,USA,28.03.99,Eugene,25.06.2022
2072,22.57,+0.5,Anavia Battle,USA,28.03.99,Westwood,27.05.2023
2072,22.57,+1.2,Candace Hill,USA,11.02.99,Nashville,03.06.2023
2072,22.57,-0.4,Dina Asher-Smith,GBR,04.12.95,Paris,09.06.2023
2148,22.58A,+2.0,Irena Szewinska,POL,24.05.46,Ciudad de México,18.10.1968
2148,22.58,+0.2,Irena Szewinska,POL,24.05.46,Stockholm,10.08.1976
2148,22.58,+0.9,Marita Koch,GDR,18.02.57,Karl-Marx-Stadt,10.08.1979
2148,22.58,+1.5,Sonia Lannaman,GBR,24.03.56,Cwmbran,18.05.1980
2148,22.58,±0.0,Kathy Cook,GBR,03.05.60,Koblenz,26.08.1981
2148,22.58,-1.0,Florence Griffith-Joyner,USA,21.12.59,Knoxville,20.06.1982
2148,22.58,+0.5,Merlene Ottey,JAM,10.05.60,Houston,02.06.1983
2148,22.58,-0.4,Merlene Ottey,JAM,10.05.60,London,15.07.1983
2148,22.58,+1.2,Anelia Nuneva,BUL,30.06.62,Sofia,24.07.1983
2148,22.58,±0.0,Grace Jackson,JAM,14.06.61,Köln,25.08.1985
2148,22.58,-0.1,Olga Bryzgina,UKR,30.06.63,Leningrad,08.06.1986
2148,22.58,-0.4,Anelia Nuneva,BUL,30.06.62,Ljubljana,07.09.1986
2148,22.58,+0.8,Ewa Kasprzyk,POL,07.09.57,Roma,10.09.1986
2148,22.58,+1.1,Pam Marshall,USA,16.08.60,Granada,16.05.1987
2148,22.58,+2.0,Marina Molokova,RUS,24.08.62,Sochi,23.05.1987
2148,22.58,+1.8,Diane Dixon,USA,23.09.64,New York City,05.06.1988
2148,22.58,-0.9,Mary Onyali,NGR,03.02.68,Helsinki,29.06.1989
2148,22.58A,+1.2,Elinda Vorster,RSA,08.09.65,Germiston,21.04.1990
2148,22.58,+1.0,Grit Breuer,GER,16.02.72,Athínai,07.09.1990
2148,22.58,+0.6,Heike Drechsler,GER,16.12.64,Monaco,03.08.1991
2148,22.58,-5.1,Gwen Torrence,USA,12.06.65,Tokyo,30.08.1991
2148,22.58,+0.8,Marion Jones,USA,12.10.75,New Orleans,28.06.1992
2148,22.58,-1.6,Grace Jackson,JAM,14.06.61,Barcelona,05.08.1992
2148,22.58,-0.6,Grace Jackson,JAM,14.06.61,Barcelona,06.08.1992
2148,22.58,-0.5,Cathy Freeman,AUS,16.02.73,Stuttgart,19.08.1993
2148,22.58,-1.0,Dannette Young,USA,06.10.64,Knoxville,17.06.1994
2148,22.58,+0.9,Carlette Guidry,USA,04.09.68,Oslo,22.07.1994
2148,22.58,-1.2,Marina Trandenkova,RUS,07.01.67,Moskva,18.06.1995
2148,22.58,-0.9,Melinda Gainsford-Taylor,AUS,01.10.71,Sheffield,29.06.1997
2148,22.58,+1.2,Kelli White,USA,01.04.77,Gainesville,24.05.1998
2148,22.58,+0.8,Natalya Voronova,RUS,09.07.65,Villeneuve d'Ascq,11.07.1998
2148,22.58,-0.4,Beverly McDonald,JAM,15.02.70,Nice,17.07.1999
2148,22.58,Mercy,Nku,NGR,17.07.76,Lagos,30.07.1999
2148,22.58,+0.8,Sevatheda Fynes,BAH,17.10.74,Berlin,07.09.1999
2148,22.58,-0.3,Debbie Ferguson-McKenzie,BAH,16.01.76,Bruxelles,30.08.2002
2148,22.58,+1.6,Torri Edwards,USA,31.01.77,Monaco,13.09.2003
2148,22.58,-0.9,Ivet Lalova-Collio,BUL,18.05.84,Plovdiv,20.06.2004
2148,22.58,-1.1,Debbie Ferguson-McKenzie,BAH,16.01.76,Madrid,17.07.2004
2148,22.58,+0.3,Kim Gevaert,BEL,05.08.78,Bruxelles,03.09.2004
2148,22.58,-0.2,Christiane Amertil,BAH,18.08.79,Nassau,10.07.2005
2148,22.58,+1.4,Kim Gevaert,BEL,05.08.78,Oslo,02.06.2006
2148,22.58,+0.3,Rachelle Smith,USA,30.06.81,Indianapolis,25.06.2006
2148,22.58,+0.6,Debbie Ferguson-McKenzie,BAH,16.01.76,Stuttgart,09.09.2006
2148,22.58,+0.5,Simone Facey,JAM,07.05.85,Des Moines,26.05.2007
2148,22.58,+0.4,LaShauntea Moore,USA,31.07.83,Indianapolis,24.06.2007
2148,22.58,+0.7,Yuliya Gushchina,RUS,04.03.83,Berlin,01.06.2008
2148,22.58,+0.7,Kerron Stewart,JAM,16.04.84,Berlin,01.06.2008
2148,22.58,+0.4,Carmelita Jeter,USA,24.11.79,Saint-Denis,18.07.2008
2148,22.58,-0.2,Veronica Campbell-Brown,JAM,16.05.82,Orlando,13.06.2009
2148,22.58,-1.1,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Kingston,28.06.2009
2148,22.58,+0.5,Simone Facey,JAM,07.05.85,Berlin,20.08.2009
2148,22.58,±0.0,Oleysa Povh,UKR,18.10.87,Yalta,31.05.2011
2148,22.58,+1.5,Tiffany Townsend,USA,24.06.89,Des Moines,11.06.2011
2148,22.58,+1.0,LaShauntea Moore,USA,31.07.83,Eugene,26.06.2011
2148,22.58,+1.3,Mariya Ryemyen,UKR,02.08.87,London,06.08.2012
2148,22.58,+0.1,Lauryn Williams,USA,11.09.83,Coral Gables,11.04.2013
2148,22.58,+1.3,Kamaria Brown,USA,21.12.92,Columbia,12.05.2013
2148,22.58,+1.0,Anneisha McLaughlin-Whilby,JAM,06.01.86,Kingston,23.06.2013
2148,22.58,+0.4,Bianca Williams,GBR,18.12.93,Glasgow,31.07.2014
2148,22.58,-0.5,Myriam Soumaré,FRA,29.10.86,Zürich,15.08.2014
2148,22.58,+0.1,Joanna Atkins,USA,31.01.89,Bruxelles,05.09.2014
2148,22.58,+0.1,Anthonique Strachan,BAH,22.08.93,Bruxelles,05.09.2014
2148,22.58,+0.3,Myriam Soumaré,FRA,29.10.86,Marrakesh,14.09.2014
2148,22.58A,+1.3,Dezerea Bryant,USA,27.04.93,"San José, CRC",09.08.2015
2148,22.58,+0.2,Dafne Schippers,NED,15.06.92,Beijing,26.08.2015
2148,22.58,+0.5,Joanna Atkins,USA,31.01.89,Clermont,30.04.2016
2148,22.58,+1.8,Blessing Okagbare,NGR,09.10.88,Sollentuna,28.06.2016
2148,22.58,+1.5,Alexandra Anderson,USA,28.01.87,Austin,29.04.2017
2148,22.58,-0.4,Marie-Josée Ta Lou,CIV,18.11.88,Shanghai,12.05.2018
2148,22.58,+2.0,Kortnei Johnson,USA,11.08.97,Des Moines,24.06.2018
2148,22.58,+0.2,Jamile Samuel,NED,24.04.92,Berlin,10.08.2018
2148,22.58,+0.4,Jenna Prandini,USA,20.11.92,Birmingham,18.08.2018
2148,22.58,-0.2,Blessing Okagbare,NGR,09.10.88,Nanjing,21.05.2019
2148,22.58,-0.4,Mujinga Kambundji,SUI,17.06.92,Zürich,29.08.2019
2148,22.58,+1.8,Gina Bass,GAM,03.05.95,Rabat,30.08.2019
2148,22.58,+0.8,Aminatou Seyni,NIG,24.10.96,Ad-Dawhah,30.09.2019
2148,22.58,+0.4,Ivet Lalova-Collio,BUL,18.05.84,Ad-Dawhah,01.10.2019
2148,22.58,+1.3,Anavia Battle,USA,28.03.99,Jacksonville,27.05.2021
2148,22.58,+0.2,Marie-Josée Ta Lou,CIV,18.11.88,Firenze,10.06.2021
2148,22.58,+1.9,Quanera Hayes,USA,07.03.92,Eugene,24.06.2021
2148,22.58,+1.5,Anavia Battle,USA,28.03.99,Waco,21.04.2023
2148,22.58,+1.7,Favour Ofili,NGR,31.12.02,Baton Rouge,11.05.2023
2230,22.59A,+1.0,Randy Givens,USA,27.03.62,Provo,05.06.1982
2230,22.59,+1.0,Randy Givens,USA,27.03.62,Edmonton,08.07.1983
2230,22.59,±0.0,Rose-Aimee Bacoul,FRA,09.01.52,Bordeaux,24.07.1983
2230,22.59,+0.9,Florence Griffith-Joyner,USA,21.12.59,Los Angeles,21.06.1984
