Place,Time,Athlete,Country,Date of Birth,City,Event Date
6955,1:45.86,Hezekiél Sepeng,RSA,30.06.74,Tallinn,09.06.1996
6955,1:45.86,Bernard Kisulu Musyoka,KEN,06.12.74,Madrid,12.06.1996
6955,1:45.86,Joachim Dehmel,GER,27.06.69,Oslo,05.07.1996
6955,1:45.86,Robert Kibet,KEN,15.12.65,Linz,21.08.1996
6955,1:45.86A,Werner Botha,RSA,31.01.78,Cape Town,31.03.2000
6955,1:45.86,Grant Cremer,AUS,09.06.78,Sydney,23.09.2000
6955,1:45.86,Michael Rotich,KEN,14.07.78,Arnhem,04.07.2001
6955,1:45.86,Nils Schumann,GER,20.05.78,Edmonton,05.08.2001
6955,1:45.86,Bram Som,NED,20.02.80,Sevilla,23.06.2002
6955,1:45.86,Djabir Said-Guerni,ALG,29.03.77,Roma,12.07.2002
6955,1:45.86,Osmar Barbosa,dos,Santos,20.10.68 1 Rio de Janeiro,29.09.2002
6955,1:45.86,Kris McCarthy,AUS,15.10.79,Heusden-Zolder,02.08.2003
6955,1:45.86,Nicholas Wachira,KEN,19.11.82,Saint-Denis,28.08.2003
6955,1:45.86,Glody Dube,BOT,02.07.78,Cuxhaven,26.06.2004
6955,1:45.86,Fabiano Pecanha,BRA,05.06.82,Rio de Janeiro,15.05.2005
6955,1:45.86,Jeremy Mims,USA,15.02.83,Sacramento,11.06.2005
6955,1:45.86,Dmitriy Bogdanov,RUS,11.04.79,Lausanne,11.07.2006
6955,1:45.86,Nick Symmonds,USA,30.12.83,Eugene,07.06.2009
6955,1:45.86,Nick Symmonds,USA,30.12.83,Eugene,28.06.2009
6955,1:45.86,Yuriy Borzakovskiy,RUS,12.04.81,Berlin,20.08.2009
6955,1:45.86,Bram Som,NED,20.02.80,Berlin,23.08.2009
6955,1:45.86,Bram Som,NED,20.02.80,Thessaloníki,12.09.2009
6955,1:45.86,Job Kinyor,KEN,02.09.90,Zagreb,01.09.2010
6955,1:45.86,Duane Solomon,USA,28.12.84,Eagle Rock,21.05.2011
6955,1:45.86,Duane Solomon,USA,28.12.84,Eagle Rock,18.05.2012
6955,1:45.86,Matthew Centrowitz,USA,18.10.89,Portland,08.06.2013
6955,1:45.86,Mark Wieczorek,USA,25.12.84,Dublin,17.07.2013
6955,1:45.86,Paul Robinson,IRL,24.05.91,Dublin,17.07.2013
6955,1:45.86,Elijah Greer,USA,24.10.90,Eagle Rock,15.05.2014
6955,1:45.86A,Kipyegon Bett,KEN,02.01.98,Cali,18.07.2015
6955,1:45.86,Amine El Manaoui,MAR,20.11.91,Beijing,22.08.2015
6955,1:45.86,Elliot Giles,GBR,26.05.94,London,05.08.2017
6955,1:45.86,Devin Dixon,USA,22.09.97,Eugene,08.06.2018
6955,1:45.86,Guy Learmonth,GBR,24.04.92,Lausanne,05.07.2019
6955,1:45.86,Joseph Deng,AUS,07.07.98,Bydgoszcz,19.08.2020
6955,1:45.86,Bryce Hoppel,USA,05.09.97,Ad-Dawhah,25.09.2020
6955,1:45.86A,Jonathan Kitilit,KEN,24.04.94,Nairobi,16.05.2021
6955,1:45.86,Marcin Lewandowski,POL,13.06.87,Marseille,09.06.2021
6955,1:45.86,Gabriel Tual,FRA,09.04.98,Chorzów,05.09.2021
6955,1:45.86,Collins Kipruto,KEN,12.04.94,Stockholm,30.06.2022
6955,1:45.86,Konstantin Tolokonnikov,RUS,26.02.96,Cheboksary,03.08.2022
7013,1:45.87,Mike Boit,KEN,06.01.49,München,01.09.1972
7013,1:45.87A,Danie Malan,RSA,26.06.50,Pretoria,26.04.1974
7013,1:45.87,Mike Boit,KEN,06.01.49,Warszawa,22.08.1976
7013,1:45.87,James Robinson,USA,27.08.54,Rieti,21.07.1979
7013,1:45.87,Alberto Juantorena,CUB,03.12.50,Berlin,09.06.1982
7013,1:45.87,William Wuyke,VEN,21.05.58,Los Angeles,26.06.1983
7013,1:45.87,Viktor Kalinkin,RUS,23.02.60,Torino,02.06.1984
7013,1:45.87,David Patrick,USA,12.06.60,Westwood,18.05.1985
7013,1:45.87,Petru Dragoescu,ROU,22.07.62,Oslo,27.06.1985
7013,1:45.87,Marcus O'Sullivan,IRL,22.12.61,Berlin,23.08.1985
7013,1:45.87,Hans-Peter Ferner,FRG,06.06.56,Koblenz,06.08.1986
7013,1:45.87,George Kersh,USA,03.07.68,Fayetteville,21.04.1990
7013,1:45.87,Simon Doyle,AUS,09.11.66,Sydney,20.01.1991
7013,1:45.87,Joachim Dehmel,GER,27.06.69,Zürich,07.08.1991
7013,1:45.87,José Luis Barbosa,BRA,27.05.61,Köln,16.08.1992
7013,1:45.87,Simon Kemboi,KEN,01.03.67,Rieti,05.09.1993
7013,1:45.87,Piotr Piekarski,POL,10.04.64,Roma,15.09.1995
7013,1:45.87,Alex Morgan,JAM,27.12.72,Fairfax,19.05.1996
7013,1:45.87,Frederick Onyancha,KEN,25.12.69,Salamanca,05.07.1996
7013,1:45.87,Johnny Gray,USA,19.06.60,Atlanta,28.07.1996
7013,1:45.87,Brandon Rock,USA,08.07.72,Indianapolis,12.06.1997
7013,1:45.87,Noah Ngeny,KEN,02.11.78,Caorle,13.06.1998
7013,1:45.87,Urmet Uusorg,EST,27.09.76,Helsinki,10.06.1999
7013,1:45.87,Bryan Woodward,USA,03.08.74,Raleigh,12.06.1999
7013,1:45.87,Osmar Barbosa,dos,Santos,20.10.68 1 Rio de Janeiro,06.08.2000
7013,1:45.87,Henry Rotich,KEN,05.12.81,Lapinlahti,22.07.2001
7013,1:45.87, Ismail,SUD,10.09.84,Brazzaville,17.07.2004
7013,1:45.87,Nicholas Wachira,KEN,19.11.82,Rovereto,08.09.2004
7013,1:45.87,Mohammed Al-Salhi,KSA,11.05.86,Roma,08.07.2005
7013,1:45.87,Juan Carlos Higuero,ESP,03.08.78,Madrid,21.07.2007
7013,1:45.87,Nick Willis,NZL,25.04.83,New York City,31.05.2008
7013,1:45.87,Pawel Czapiewski,POL,30.03.78,Ostrava,12.06.2008
7013,1:45.87, Ismail,SUD,10.09.84,Beijing,20.08.2008
7013,1:45.87,Boaz Lalang,KEN,08.02.89,Beijing,21.08.2008
7013,1:45.87,Moise Joseph,HAI,27.12.81,Berlin,21.08.2009
7013,1:45.87,Jakub Holusa,CZE,20.02.88,Ostrava,27.05.2010
7013,1:45.87,Nick Symmonds,USA,30.12.83,Eugene,24.06.2011
7013,1:45.87,Felix Kitur,KEN,17.04.87,Westwood,01.06.2013
7013,1:45.87,Ronald Musagala,UGA,16.12.92,Moskva,11.08.2013
7013,1:45.87,Edwin Kiplagat Melly,KEN,23.04.94,Beijing,21.05.2014
7013,1:45.87,Brandon McBride,CAN,15.06.94,Starkville,14.05.2015
7013,1:45.87,Job Kinyor,KEN,02.09.90,Eugene,30.05.2015
7013,1:45.87,Abraham Rotich,BRN,26.06.93,Heusden-Zolder,18.07.2015
7013,1:45.87,Jonathan Kitilit,KEN,24.04.94,Herzogenaurach,14.05.2016
7013,1:45.87,Willy Tarbei,KEN,30.05.98,Hengelo,22.05.2016
7013,1:45.87,Abdelatif El Guesse,MAR,27.02.93,Samorín,04.06.2016
7013,1:45.87,Boitumelo Masilo,BOT,05.08.95,Kortrijk,09.07.2016
7013,1:45.87,Antoine Gakeme,BDI,24.12.91,Székesfehérvár,18.07.2016
7013,1:45.87,Boris Berian,USA,19.12.92,Rio de Janeiro,12.08.2016
7013,1:45.87,Andreas Bube,DEN,13.07.87,Rio de Janeiro,13.08.2016
7013,1:45.87,Marcin Lewandowski,POL,13.06.87,Shanghai,13.05.2017
7013,1:45.87,Edose Ibadin,USA,27.02.93,Nashville,10.06.2017
7013,1:45.87,Álvaro de Arriba,ESP,02.06.94,Huelva,14.06.2017
7013,1:45.87,Bryce Hoppel,USA,05.09.97,Fayetteville,26.04.2019
7013,1:45.87,Kyle Langford,GBR,02.02.96,Hengelo,09.06.2019
7013,1:45.87,Jamal Hairane,QAT,26.05.93,Ad-Dawhah,28.05.2021
7013,1:45.87,Abedin Mujezinovic,BIH,02.06.93,Lignano Sabbiadoro,03.07.2021
7013,1:45.87,Piers Copeland,GBR,26.11.98,Bern,21.08.2021
7013,1:45.87,Abubaker Haydar Abdalla,QAT,28.08.96,Oordegem,04.06.2022
7013,1:45.87,Isaiah Jewett,USA,06.02.97,New York City,12.06.2022
7013,1:45.87,Jonah Koech,USA,12.12.96,Nassau,20.08.2022
7013,1:45.87,Tshepo Tshite,RSA,15.01.97,Rehlingen,28.05.2023
7075,1:45.88,Leandro Civil,CUB,31.03.48,Montréal,23.07.1976
7075,1:45.88,Alberto Juantorena,CUB,03.12.50,Montréal,24.07.1976
7075,1:45.88,Seymour Newman,JAM,17.05.53,Westwood,11.06.1977
7075,1:45.88,Milovan Savic,CRO,16.06.53,Frankfurt,05.09.1978
7075,1:45.88,Sammy Koskei,KEN,14.05.61,Dallas,16.04.1983
7075,1:45.88,James Maina,Boi,KEN,6r3 Zürich,24.08.1983
7075,1:45.88,Earl Jones,USA,17.07.64,Budapest,20.08.1984
7075,1:45.88,Edwin Koech,KEN,23.07.61,Port of Spain,13.04.1985
7075,1:45.88,Matthias Assmann,FRG,02.02.57,Fürth,17.06.1985
7075,1:45.88,David Sharpe,GBR,08.07.67,Gateshead,27.06.1986
7075,1:45.88,Dieudonné Kwizera,BDI,06.06.67,Helsinki,30.06.1988
7075,1:45.88,Piotr Piekarski,POL,10.04.64,Sopot,20.08.1988
7075,1:45.88,Paul Ereng,KEN,22.08.67,Berlin,04.07.1990
7075,1:45.88,Nixon Kiprotich,KEN,04.12.62,Nice,10.07.1990
7075,1:45.88,José Luis Barbosa,BRA,27.05.61,Berlin,17.08.1990
7075,1:45.88,José Luis Barbosa,BRA,27.05.61,Sheffield,15.09.1991
7075,1:45.88,Joseph Tengelei,KEN,08.12.70,Tampere,13.06.1992
7075,1:45.88,Paul Ruto,KEN,03.11.60,Nice,15.07.1992
7075,1:45.88,Gilmar da Silva,Santos,BRA,1 São Paulo,16.05.1993
7075,1:45.88,Tonny Baltus,NED,28.12.65,Hechtel,30.07.1994
7075,1:45.88,Giuseppe D'Urso,ITA,15.09.69,Helsinki,12.08.1994
7075,1:45.88,Joseph Tengelei,KEN,08.12.70,Atlanta,18.05.1996
7075,1:45.88,Rich Kenah,USA,04.08.70,Padova,07.07.1996
7075,1:45.88,Einars Tupuritis,LAT,09.12.73,Atlanta,28.07.1996
7075,1:45.88,Valdinei Abilio da,Silva,BRA,4 Rio de Janeiro,03.05.1998
7075,1:45.88,Joel Marwa,KEN,30.08.74,Esch-sur-Alzette,19.06.1998
7075,1:45.88,Djabir Said-Guerni,ALG,29.03.77,El Djezair,12.07.2000
7075,1:45.88,Bram Som,NED,20.02.80,Barcelona,25.07.2000
7075,1:45.88,Grant Cremer,AUS,09.06.78,Oslo,28.07.2000
7075,1:45.88,William Yiampoy,KEN,17.05.74,Sydney,25.09.2000
7075,1:45.88,Gregory Konchellah,KEN,29.03.83,Torino,06.06.2003
7075,1:45.88,Andrea Longo,ITA,26.06.75,Helsinki,18.08.2003
7075,1:45.88,Justus Koech,KEN,19.03.80,Rovereto,10.09.2003
7075,1:45.88,Amine Laâlou,MAR,13.05.82,Athínai,25.08.2004
7075,1:45.88A,William Chirchir,KEN,06.02.79,Nairobi,07.05.2005
7075,1:45.88,Sajjad Moradi,IRI,30.03.83,Helsinki,12.08.2005
7075,1:45.88,René Herms,GER,17.07.82,Zürich,19.08.2005
7075,1:45.88,Alex Kipchirchir,KEN,26.11.84,Melbourne,23.03.2006
7075,1:45.88,Florent Lacasse,FRA,21.01.81,Padova,01.09.2006
7075,1:45.88,Arnoud Okken,NED,20.04.82,Heusden-Zolder,28.07.2007
7075,1:45.88,Gilbert Kipchoge,KEN,04.05.83,São Paulo,22.05.2008
7075,1:45.88,Ashraf Tadili,CAN,08.07.80,Kassel,06.06.2008
7075,1:45.88,Yeimer López,CUB,20.08.82,Beijing,23.08.2008
7075,1:45.88,Lukas Rifesser,ITA,17.07.86,Pergine Valsugana,25.07.2009
7075,1:45.88,Adnan Taees Akkar,IRQ,24.03.80,Guangzhou,25.11.2010
7075,1:45.88A,Nicholas Koech,KEN,22.10.92,Nairobi,23.06.2012
7075,1:45.88,Rafith Rodríguez,COL,01.06.89,Ninove,21.07.2012
7075,1:45.88,Diego Diniz Gomes,BRA,19.04.85,São Paulo,07.04.2013
7075,1:45.88,Edwin Kiplagat Melly,KEN,23.04.94,Rabat,09.06.2013
7075,1:45.88,James Eichberger,MEX,04.08.90,Ninove,27.07.2013
7075,1:45.88,Andreas Almgren,SWE,12.06.95,Naimette-Xhovémont,15.07.2015
7075,1:45.88A,Mathew Rono,KEN,6,28.05.2016
7075,1:45.88,Emmanuel Korir,KEN,15.06.95,Austin,26.05.2017
7075,1:45.88,Samir Dahmani,FRA,03.04.91,Oordegem,27.05.2017
7075,1:45.88A,Jackson Kivuva,KEN,11.08.89,Nairobi,22.06.2018
7075,1:45.88,Alexis Miellet,FRA,05.05.95,Marseille,02.07.2019
7075,1:45.88A,Timothy Cheruiyot,KEN,20.11.95,Nairobi,21.08.2019
7075,1:45.88,Wesley Vázquez,PUR,27.03.94,Stockholm,23.08.2020
7075,1:45.88,Patryk Dobek,POL,13.02.94,Ostrava,19.05.2021
7075,1:45.88,Saul Ordóñez,ESP,10.04.94,Huelva,03.06.2021
7075,1:45.88,Mateusz Borkowski,POL,02.04.97,Dessau,25.05.2022
7075,1:45.88,Oussama El Bouchayby,MAR,29.12.98,Azusa,14.04.2023
7137,1:45.89,Yevgeniy Arzhanov,UKR,22.04.48,München,02.09.1972
7137,1:45.89,Markku Taskinen,FIN,25.02.52,Roma,04.09.1974
7137,1:45.89,José Marajo,FRA,10.08.54,Sofia,21.08.1977
7137,1:45.89,Jozef Plachý,CZE,28.02.49,Helsinki,29.06.1978
7137,1:45.89,Detlef Wagenknecht,GDR,03.01.59,Potsdam,10.05.1980
7137,1:45.89,Mike Boit,KEN,06.01.49,Budapest,29.07.1981
7137,1:45.89A,Joaquim Cruz,BRA,12.03.63,San José,25.05.1985
7137,1:45.89,Agberto Conceiço Guimarães,BRA,18.08.57,Bern,16.08.1985
7137,1:45.89,Sammy Koskei,KEN,14.05.61,Paris,22.07.1986
7137,1:45.89,Philippe Collard,FRA,26.02.60,Roma,30.08.1987
7137,1:45.89,Tom McKean,GBR,27.10.63,London,14.07.1989
7137,1:45.89,Ray Brown,USA,11.08.61,Linz,14.08.1989
7137,1:45.89,Ray Brown,USA,11.08.61,Koblenz,23.08.1989
7137,1:45.89,Ikem Billy,GBR,25.01.64,Rieti,03.09.1989
7137,1:45.89,Andrey Sudnik,BLR,11.03.67,Split,28.08.1990
7137,1:45.89,Charles Nkazamyampi,BDI,01.11.64,Oslo,10.07.1993
7137,1:45.89,José Parilla,USA,31.03.72,Stuttgart,15.08.1993
7137,1:45.89,Tomás de Teresa,ESP,05.09.68,Helsinki,12.08.1994
7137,1:45.89,Tomás de Teresa,ESP,05.09.68,Zürich,17.08.1994
7137,1:45.89A,Johan Botha,RSA,10.01.74,Pietersburg,03.04.1995
7137,1:45.89,Clive Terrelonge,JAM,30.06.69,Kingston,06.05.1995
7137,1:45.89,Andrey Loginov,RUS,27.11.72,Linz,22.08.1995
7137,1:45.89,Sammy Kibet Langat,KEN,24.01.70,Monaco,09.09.1995
7137,1:45.89,Andrés Manuel Díaz,ESP,12.07.69,Madrid,12.06.1996
7137,1:45.89,Frederick Onyancha,KEN,25.12.69,Padova,07.07.1996
7137,1:45.89,Nico Motchebon,GER,13.11.69,Roma,05.06.1997
7137,1:45.89,Trinity Townsend,USA,07.02.74,Arnhem,10.07.1999
7137,1:45.89,William Yiampoy,KEN,17.05.74,Rio de Janeiro,06.05.2001
7137,1:45.89,David Krummenacker,USA,24.05.75,Stockholm,17.07.2001
7137,1:45.89,Bram Som,NED,20.02.80,Hengelo,02.06.2002
7137,1:45.89,William Yiampoy,KEN,17.05.74,Thessaloníki,24.07.2002
7137,1:45.89,Jimmy Lomba,FRA,30.06.78,Villeneuve d'Ascq,15.06.2003
7137,1:45.89,David Lelei,KEN,10.05.71,Tríkala,24.06.2003
7137,1:45.89,Joeri Jansen,BEL,28.05.79,Heusden-Zolder,02.08.2003
7137,1:45.89,Yuriy Borzakovskiy,RUS,12.04.81,Stockholm,05.08.2003
7137,1:45.89,Japheth Kimutai,KEN,20.12.78,Zürich,15.08.2003
7137,1:45.89,Osmar Barbosa,dos,Santos,20.10.68 3 Belém,23.05.2004
7137,1:45.89,Nicholas Wachira,KEN,19.11.82,Sevilla,05.06.2004
7137,1:45.89, Adam,Ali,QAT,1rB Rovereto,08.09.2004
7137,1:45.89,Yassine Bensghir,MAR,03.01.83,Rabat,18.06.2005
7137,1:45.89,André Bucher,SUI,19.10.76,Berlin,04.09.2005
7137,1:45.89,Nabil Madi,ALG,09.06.81,El Djezair,19.07.2006
7137,1:45.89,Nabil Madi,ALG,09.06.81,Bydgoszcz,10.06.2007
7137,1:45.89,René Herms,GER,17.07.82,Leverkusen,10.08.2007
7137,1:45.89,Michael Rimmer,GBR,03.02.86,Barcelona,19.07.2008
7137,1:45.89,Marcin Lewandowski,POL,13.06.87,Beijing,20.08.2008
7137,1:45.89,Jackson Kivuva,KEN,11.08.89,London,13.08.2010
7137,1:45.89,Yeimer López,CUB,20.08.82,Daegu,16.05.2012
7137,1:45.89,Mohamed Ahmed Hamada,EGY,22.10.92,Göteborg,14.06.2012
7137,1:45.89,Job Kinyor,KEN,02.09.90,Szczecin,21.07.2012
7137,1:45.89,Michael Rimmer,GBR,03.02.86,Glasgow,12.07.2014
7137,1:45.89,Johan Rogestedt,SWE,27.01.93,Rieti,07.09.2014
7137,1:45.89,Mark Wieczorek,USA,25.12.84,Palo Alto,02.05.2015
7137,1:45.89A,Edwin Kiplagat Melly,KEN,23.04.94,Nairobi,22.06.2018
7137,1:45.89,Isaiah Harris,USA,18.10.96,Memphis,10.08.2019
7137,1:45.89,Joseph Deng,AUS,07.07.98,Sydney,22.02.2020
7137,1:45.89A,Nicholas Kebenei,KEN,07.07.95,Nairobi,05.02.2022
7137,1:45.89,Navasky Anderson,USA,22.01.01,Oxford MS,14.05.2022
7137,1:45.89,Adrián Ben,ESP,04.08.98,Chorzów,06.08.2022
7137,1:45.89,Sigurd Tveit,NOR,16.03.00,Szczecin,24.08.2022
7137,1:45.89A,Tshepo Tshite,RSA,15.01.97,Nairobi,13.05.2023
7198,1:45.9,Audun Boysen,NOR,10.05.29,Oslo,03.08.1955
7198,1:45.9,George Kerr,JAM,16.10.37,Kingston,15.08.1964
7198,1:45.9,Wilson Kiprugut,KEN,38,Tokyo,16.10.1964
7198,1:45.9,George Kerr,JAM,16.10.37,Tokyo,16.10.1964
7198,1:45.9,Thomas Farrell,USA,18.01.44,Los Angeles,24.07.1966
7198,1:45.9,Manfred Matuschewski,GDR,02.09.39,Budapest,04.09.1966
7198,1:45.9A,Wilson Kiprugut,KEN,38,Ciudad de México,04.10.1968
7198,1:45.9y,Felix Johnson,USA,19.08.46,Baton Rouge,10.05.1969
7198,1:45.9y,David Matina,USA,12.03.46,Knoxville,21.06.1969
7198,1:45.9,Jozef Plachý,CZE,28.02.49,Praha,02.07.1969
7198,1:45.9,Manfred Matuschewski,GDR,02.09.39,Erfurt,25.07.1969
7198,1:45.9A,Dicky Broberg,RSA,08.07.49,Pretoria,28.03.1970
7198,1:45.9,Pat Collins,USA,05.12.48,Des Moines,20.06.1970
7198,1:45.9,Franz-Josef Kemper,FRG,30.09.45,Berlin,09.08.1970
7198,1:45.9+,Jozef Plachý,CZE,28.02.49,Praha,19.09.1970
7198,1:45.9,Dicky Broberg,RSA,08.07.49,Stellenbosch,05.05.1971
7198,1:45.9A,Danie Malan,RSA,26.06.50,Johannesburg,27.04.1973
7198,1:45.9,Marcello Fiasconaro,ITA,19.07.49,Paris,27.05.1973
7198,1:45.9,Hans-Henning Ohlert,GDR,23.09.52,Leipzig,01.07.1973
7198,1:45.9,Gheorge Ghipu,ROU,30.09.54,Athínai,11.07.1974
7198,1:45.9,John Walker,NZL,12.01.52,Christchurch,24.01.1975
7198,1:45.9,Luciano Susanj,CRO,10.11.48,Zagreb,01.06.1975
7198,1:45.9,Luciano Susanj,CRO,10.11.48,Celje,19.07.1975
7198,1:45.9A,John Kipkurgat,KEN,16.03.44,El Paso,22.05.1976
7198,1:45.9,Daniel Omwanza,KEN,05.05.48,Zanzibar City,28.05.1976
7198,1:45.9,Mike Boit,KEN,06.01.49,Köln,01.09.1976
7198,1:45.9,Mike Boit,KEN,06.01.49,Eugene,07.05.1977
7198,1:45.9,James Robinson,USA,27.08.54,Kingston,13.05.1977
7198,1:45.9,Mike Boit,KEN,06.01.49,Oslo,28.06.1977
7198,1:45.9,Uwe Becker,FRG,10.12.55,Köln,19.08.1979
7198,1:45.9,John Higham,AUS,25.10.51,Melbourne,06.03.1980
7198,1:45.9,James Robinson,USA,27.08.54,Bruxelles,22.08.1980
7198,1:45.9,Michael Hillardt,AUS,22.01.61,Melbourne,15.01.1981
7198,1:45.9A,Mark Handelsman,RSA,09.06.61,Germiston,27.04.1981
7198,1:45.9,Pat Scammell,AUS,15.04.61,Melbourne,22.03.1984
7198,1:45.9,Peter Peerless,NZL,04.06.57,Melbourne,22.03.1984
7198,1:45.9,Johnny Gray,USA,19.06.60,Berkeley,14.07.1984
7198,1:45.9,Philippe Collard,FRA,26.02.60,Caluire,09.05.1986
7198,1:45.9A,Sisa Kirati,KEN,57,Nairobi,20.05.1988
7198,1:45.9A,Stephen Ole Marai,KEN,11.11.62,Nairobi,23.12.1989
7198,1:45.9A,David Kiptoo Singoei,KEN,26.06.65,Nairobi,27.06.1997
7198,1:45.9,Patrick Konchellah,KEN,20.04.68,Lisboa,19.06.1999
7198,1:45.9A,Joel Marwa,KEN,30.08.74,Nairobi,26.06.2000
7198,1:45.9A,Michael Rotich,KEN,14.07.78,Nairobi,12.05.2001
7198,1:45.9A,Gilbert Kipchoge,KEN,04.05.83,Nairobi,14.05.2005
7198,1:45.9,Abubaker Kaki Khamis,SUD,21.06.89,Amman,19.05.2007
7198,1:45.9A,Ismael Kombich,KEN,16.10.85,Nairobi,14.06.2007
7198,1:45.9A,Richard Kiplagat,KEN,03.07.84,Nairobi,16.06.2007
7198,1:45.9A,Jackson Kivuva,KEN,11.08.89,Nairobi,15.07.2011
7198,1:45.9A,Richard Kiplagat,KEN,03.07.84,Nairobi,21.06.2012
7198,1:45.9A,Nicholas Koech,KEN,22.10.92,Nairobi,21.06.2012
7198,1:45.9A,Cornelius Kiplangat,KEN,21.12.92,Nairobi,22.06.2013
7198,1:45.9A,Fredrick Korir,KEN,17.04.87,Nairobi,10.07.2015
7198,1:45.9A,Nicholas Kipkoech,KEN,22.10.92,Nairobi,11.07.2015
7198,1:45.9A,Job Kinyor,KEN,02.09.90,Nairobi,01.04.2017
7198,1:45.9A,Timothy Kitum,KEN,20.11.94,Nairobi,01.04.2017
7198,1:45.9A,Jonah Kiprop,KEN,98,Eldoret,02.06.2017
7198,1:45.9A,Kipyegon Bett,KEN,02.01.98,Nairobi,23.06.2017
7198,1:45.9A,Alfred Kipketer,KEN,26.12.96,Nairobi,23.06.2017
7198,1:45.9A,Boaz Kiprugut,KEN,18.05.98,Nairobi,13.03.2021
7198,1:45.90,Alberto Juantorena,CUB,03.12.50,La Habana,15.09.1977
7198,1:45.90,Paul Forbes,AUS,20.11.56,Oslo,07.07.1982
7198,1:45.90,Harald Schmid,FRG,29.09.57,Viareggio,11.08.1982
7198,1:45.90,Coloman Trabado,ESP,02.01.58,Koblenz,25.08.1982
7198,1:45.90,Paul Gilbert,AUS,29.12.60,Melbourne,19.03.1983
7198,1:45.90,Ryszard Ostrowski,POL,06.02.61,Rieti,04.09.1983
7198,1:45.90,Edwin Koech,KEN,23.07.61,Rovereto,30.07.1986
7198,1:45.90,William Wuyke,VEN,21.05.58,Rovereto,30.07.1986
7198,1:45.90,Johnny Gray,USA,19.06.60,Berlin,15.08.1986
7198,1:45.90,Marc Corstjens,BEL,31.08.65,Bruxelles,05.09.1986
7198,1:45.90,Andrey Sudnik,BLR,11.03.67,Bryansk,18.07.1987
7198,1:45.90,Ocky Clark,USA,14.11.60,Zürich,17.08.1988
7198,1:45.90,Dieudonné Kwizera,BDI,06.06.67,Vigo,30.06.1989
7198,1:45.90,Ray Brown,USA,11.08.61,Barcelona,12.07.1989
7198,1:45.90,Ray Brown,USA,11.08.61,Grosseto,10.08.1989
7198,1:45.90,Ousmane Diarra,SEN,10.02.64,Monaco,12.08.1990
7198,1:45.90,Slobodan Popovic,SRB,28.09.62,Split,29.08.1990
7198,1:45.90,Réda Abdenouz,ALG,25.09.68,Koblenz,04.09.1990
7198,1:45.90,Ari Suhonen,FIN,19.12.65,Stockholm,13.08.1991
7198,1:45.90,Robin van Helden,NED,06.02.65,Hengelo,28.06.1992
7198,1:45.90,Steve Heard,GBR,29.04.62,Oslo,04.07.1992
7198,1:45.90,Nixon Kiprotich,KEN,04.12.62,Salamanca,13.07.1992
7198,1:45.90,Paul Ruto,KEN,03.11.60,Bruxelles,28.08.1992
7198,1:45.90,Marko Koers,NED,03.11.72,Stuttgart,15.08.1993
7198,1:45.90,Mahjoub Haïda,MAR,01.07.70,Gateshead,02.07.1995
7198,1:45.90,Roberto Parra,ESP,06.04.76,Nyíregyháza,29.07.1995
7198,1:45.90,Johnny Gray,USA,19.06.60,Atlanta,16.06.1996
7198,1:45.90,Shaun Benefield,USA,15.09.72,Atlanta,16.06.1996
7198,1:45.90,Adem Hecini,ALG,13.12.75,Hengelo,31.05.1997
7198,1:45.90,Davide Cadoni,ITA,04.05.73,Roma,07.07.1999
7198,1:45.90,Khadevis Robinson,USA,19.07.76,Eugene,24.06.2000
7198,1:45.90,Arthémon Hatungimana,BDI,21.01.74,Rehlingen,04.06.2001
7198,1:45.90A,Francis Marwa,KEN,04.12.76,Nairobi,23.06.2001
7198,1:45.90,Nicolas Aïssat,FRA,24.07.80,Strasbourg,29.06.2002
7198,1:45.90,Joeri Jansen,BEL,28.05.79,Heusden-Zolder,20.07.2002
7198,1:45.90,Rui Silva,POR,03.08.77,Iráklio,04.07.2004
7198,1:45.90,Osmar Barbosa,dos,Santos,20.10.68 4h3 Athínai,25.08.2004
7198,1:45.90,David Krummenacker,USA,24.05.75,Padova,01.09.2006
7198,1:45.90,Ehsan Mohajer Shojaei,IRI,21.03.83,Bangkok,11.08.2007
7198,1:45.90,Yassine Bensghir,MAR,03.01.83,Osaka,30.08.2007
7198,1:45.90,Manuel Olmedo,ESP,17.05.83,Osaka,30.08.2007
7198,1:45.90,Marcin Lewandowski,POL,13.06.87,Ostrava,12.06.2008
7198,1:45.90,Belal Mansoor,Ali,BRN,7rA Rieti,07.09.2008
7198,1:45.90,Richard Kiplagat,KEN,03.07.84,Ostrava,17.06.2009
7198,1:45.90A,Jackson Kivuva,KEN,11.08.89,Nairobi,26.06.2010
7198,1:45.90,David Mutua,KEN,20.04.92,Bruxelles,27.08.2010
7198,1:45.90,Boaz Lalang,KEN,08.02.89,Daegu,12.05.2011
7198,1:45.90,Benson Seurei,KEN,27.03.88,Reims,05.07.2011
7198,1:45.90,Yeimer López,CUB,20.08.82,Reims,05.07.2011
7198,1:45.90,Mukhtar Mohamed,GBR,01.12.90,Karlstad,02.08.2011
7198,1:45.90,Eric Sowinski,USA,21.12.89,Des Moines,08.06.2012
7198,1:45.90,Lachlan Renshaw,AUS,04.02.87,Saint-Denis,06.07.2012
7198,1:45.90,Nijel Amos,BOT,15.03.94,London,06.08.2012
7198,1:45.90,David Rudisha,KEN,17.12.88,London,06.08.2012
7198,1:45.90,Michael Rutt,USA,28.10.87,Burnaby,01.07.2013
