Place,Time,Athlete,Country,Date of Birth,City,Event Date
1062,1:44.29,Norberto Téllez,CUB,22.01.72,Bruxelles,23.08.1996
1062,1:44.29,William Yiampoy,KEN,17.05.74,Roma,02.07.2004
1062,1:44.29,Yuriy Borzakovskiy,RUS,12.04.81,Athínai,26.08.2004
1062,1:44.29,Wilfred Bungei,KEN,24.07.80,Athínai,14.06.2005
1062,1:44.29,William Yiampoy,KEN,17.05.74,Madrid,17.07.2006
1062,1:44.29,Boaz Lalang,KEN,08.02.89,Bruxelles,27.08.2010
1062,1:44.29,Mohammed Aman,ETH,10.01.94,Bruxelles,16.09.2011
1062,1:44.29,André Olivier,RSA,29.12.89,Monaco,20.07.2012
1062,1:44.29,Leonard Kosencha,KEN,21.08.94,Zürich,30.08.2012
1062,1:44.29,Nijel Amos,BOT,15.03.94,Ad-Dawhah,03.05.2019
1076,1:44.3+,Peter Snell,NZL,17.12.38,Christchurch,03.02.1962
1076,1:44.3y,Jim Ryun,USA,29.04.47,Terre Haute,10.06.1966
1076,1:44.3,David Wottle,USA,07.08.50,Eugene,01.07.1972
1076,1:44.3,Mike Boit,KEN,06.01.49,Berlin,21.08.1974
1076,1:44.3,Mike Boit,KEN,06.01.49,Oslo,30.07.1975
1076,1:44.3,Joaquim Cruz,BRA,12.03.63,Rio de Janeiro,27.06.1981
1076,1:44.3,José Luis Barbosa,BRA,27.05.61,São Paulo,26.06.1983
1076,1:44.3A,Stephen Ole Marai,KEN,11.11.62,Kisumu,25.11.1989
1076,1:44.3A,Samuel Tirop,KEN,13.01.59,Nairobi,23.12.1989
1076,1:44.3A,Ismael Kombich,KEN,16.10.85,Nairobi,17.06.2006
1076,1:44.3A,Timothy Kitum,KEN,20.11.94,Nairobi,21.06.2012
1076,1:44.30,William Tanui,KEN,22.02.64,Monaco,07.08.1993
1076,1:44.30,Vebjørn Rodal,NOR,16.09.72,Helsinki,29.06.1994
1076,1:44.30,Nico Motchebon,GER,13.11.69,Bruxelles,23.08.1996
1076,1:44.30,Joseph Mutua Mwengi,KEN,10.12.78,Berlin,31.08.2001
1076,1:44.30,André Bucher,SUI,19.10.76,Zürich,16.08.2002
1076,1:44.30,David Krummenacker,USA,24.05.75,Saint-Denis,04.07.2003
1076,1:44.30,António Manuel Reina,ESP,13.06.81,Zaragoza,08.06.2004
1076,1:44.30,Rashid Ramzi,BRN,17.07.80,Helsinki,12.08.2005
1076,1:44.30,António Manuel Reina,ESP,13.06.81,Berlin,04.09.2005
1076,1:44.30,Marcin Lewandowski,POL,13.06.87,Lausanne,08.07.2010
1076,1:44.30,Adam Kszczot,POL,02.09.89,Bydgoszcz,03.06.2011
1076,1:44.30,Duane Solomon,USA,28.12.84,Sacramento,29.06.2014
1076,1:44.30,Ferguson Cheruiyot,KEN,30.11.89,Saint-Denis,05.07.2014
1076,1:44.30,Abdulaziz Ladan Mohammed,KSA,07.01.91,Rieti,07.09.2014
1076,1:44.30,Clayton Murphy,USA,26.02.95,Rio de Janeiro,13.08.2016
1076,1:44.30,Adrián Ben,ESP,04.08.98,Tokyo,01.08.2021
1076,1:44.30,Gabriel Tual,FRA,09.04.98,Turku,14.06.2022
1104,1:44.31,Olaf Beyer,GDR,04.08.57,Jena,08.08.1981
1104,1:44.31,Joaquim Cruz,BRA,12.03.63,Nice,18.07.1983
1104,1:44.31,Mahjoub Haïda,MAR,01.07.70,Roma,05.06.1996
1104,1:44.31,Norberto Téllez,CUB,22.01.72,Caorle,15.06.1996
1104,1:44.31,Hezekiél Sepeng,RSA,30.06.74,Lausanne,02.07.1999
1104,1:44.31,Kenneth Kimwetich,KEN,01.01.73,Monaco,04.08.1999
1104,1:44.31,Japheth Kimutai,KEN,20.12.78,Zürich,11.08.1999
1104,1:44.31,Wilfred Bungei,KEN,24.07.80,Sevilla,04.06.2005
1104,1:44.31,William Yiampoy,KEN,17.05.74,Monaco,20.08.2006
1104,1:44.31, Ismail,SUD,10.09.84,Ostrava,17.06.2009
1104,1:44.31,Rafith Rodríguez,COL,01.06.89,Belém,15.05.2011
1104,1:44.31,Abdulrahman Musaeb Bala,QAT,19.03.89,Sollentuna,27.06.2013
1104,1:44.31,Marcin Lewandowski,POL,13.06.87,Lausanne,04.07.2013
1104,1:44.31,Marcin Lewandowski,POL,13.06.87,Chorzów,20.06.2021
1104,1:44.31,Tony Van Diepen,NED,17.04.96,Bydgoszcz,03.06.2022
1104,1:44.31A,Festus Lagat,KEN,10.10.96,Nairobi,25.06.2022
1120,1:44.32,James Robinson,USA,27.08.54,Luxembourg,20.07.1983
1120,1:44.32,Robert Kibet,KEN,15.12.65,Jerez de la Frontera,03.09.1990
1120,1:44.32,Robert Kibet,KEN,15.12.65,Lausanne,08.07.1992
1120,1:44.32,Sammy Kibet Langat,KEN,24.01.70,Stockholm,08.07.1996
1120,1:44.32,Nico Motchebon,GER,13.11.69,Zürich,14.08.1996
1120,1:44.32,Djabir Said-Guerni,ALG,29.03.77,Roma,30.06.2000
1120,1:44.32,Nils Schumann,GER,20.05.78,Zürich,17.08.2001
1120,1:44.32,Pawel Czapiewski,POL,30.03.78,Bruxelles,30.08.2002
1120,1:44.32,António Manuel Reina,ESP,13.06.81,Zürich,19.08.2005
1120,1:44.32,Bram Som,NED,20.02.80,Helsinki,26.07.2006
1120,1:44.32,Nick Symmonds,USA,30.12.83,Eugene,02.06.2012
1120,1:44.32,Mohammed Aman,ETH,10.01.94,Villeneuve d'Ascq,09.06.2012
1120,1:44.32,Edwin Kiplagat Melly,KEN,23.04.94,Stockholm,17.08.2012
1120,1:44.32,Marcin Lewandowski,POL,13.06.87,Madrid,13.07.2013
1120,1:44.32,Marcin Lewandowski,POL,13.06.87,Monaco,20.07.2018
1135,1:44.33,Paul Ruto,KEN,03.11.60,Rieti,06.09.1992
1135,1:44.33,Wilson Kipketer,DEN,12.12.70,Bergen,29.06.1996
1135,1:44.33,Yuriy Borzakovskiy,RUS,12.04.81,Sydney,25.09.2000
1135,1:44.33,Gary Reed,CAN,25.10.81,Helsinki,12.08.2005
1135,1:44.33,Dmitriy Bogdanov,RUS,11.04.79,Athínai,03.07.2006
1135,1:44.33,David Rudisha,KEN,17.12.88,Melbourne,03.03.2012
1135,1:44.33A,Anthony Chemut,KEN,17.12.92,Nairobi,13.07.2013
1135,1:44.33,Rafith Rodríguez,COL,01.06.89,Monaco,19.07.2013
1135,1:44.33,Alfred Kipketer,KEN,26.12.96,Monaco,17.07.2015
1135,1:44.33,Abdalla Abubaker Haydar,QAT,14.06.96,Ad-Dawhah,22.04.2019
1135,1:44.33,Collins Kipruto,KEN,12.04.94,Heusden-Zolder,03.07.2021
1146,1:44.34,Sebastian Coe,GBR,29.09.56,London,19.07.1985
1146,1:44.34,Nixon Kiprotich,KEN,04.12.62,London,28.07.1989
1146,1:44.34,Mark Everett,USA,02.09.68,Oslo,06.07.1991
1146,1:44.34,Japheth Kimutai,KEN,20.12.78,Tríkala,24.06.2003
1146,1:44.34A,Nicholas Wachira,KEN,19.11.82,Nairobi,26.07.2003
1146,1:44.34,Belal Mansoor,Ali,BRN,1 Conegliano Veneto,17.06.2005
1146,1:44.34, Ismail,SUD,10.09.84,Monaco,29.07.2008
1146,1:44.34,Boaz Lalang,KEN,08.02.89,Berlin,22.08.2010
1146,1:44.34,Marcin Lewandowski,POL,13.06.87,Hengelo,27.05.2012
1146,1:44.34,Mohammed Aman,ETH,10.01.94,London,07.08.2012
1146,1:44.34,Tyler Mulder,USA,15.02.87,Monaco,19.07.2013
1146,1:44.34,Ferguson Cheruiyot,KEN,30.11.89,Marseille,03.09.2020
1158,1:44.35,Mike Boit,KEN,06.01.49,Köln,22.06.1977
1158,1:44.35,Wilson Kipketer,KEN,12.12.70,Helsinki,29.06.1994
1158,1:44.35,Philip Kibitok,KEN,23.03.71,Monaco,10.08.1996
1158,1:44.35,Norberto Téllez,CUB,22.01.72,Roma,05.06.1997
1158,1:44.35,Robert Kibsubai Chirchir,KEN,26.11.72,Lausanne,02.07.1999
1158,1:44.35,David Kiptoo Singoei,KEN,26.06.65,Roma,07.07.1999
1158,1:44.35,André Bucher,SUI,19.10.76,Luzern,27.06.2000
1158,1:44.35,Pawel Czapiewski,POL,30.03.78,Zürich,16.08.2002
1158,1:44.35,David Rudisha,KEN,17.12.88,London,07.08.2012
1158,1:44.35,Job Kinyor,KEN,02.09.90,London,26.07.2013
1158,1:44.35,Adam Kszczot,POL,02.09.89,Rieti,07.09.2014
1158,1:44.35,Charles Hunter,AUS,20.07.96,Vida,22.06.2021
1158,1:44.35,Daniel Rowden,GBR,09.09.97,Tokyo,01.08.2021
1171,1:44.36,Saïd Aouita,MAR,02.11.59,Bruxelles,19.08.1988
1171,1:44.36,José Luis Barbosa,BRA,27.05.61,Nice,10.07.1989
1171,1:44.36,Mark Everett,USA,02.09.68,Köln,21.08.1994
1171,1:44.36,Benson Koech,KEN,10.11.74,London,27.08.1995
1171,1:44.36,Yuriy Borzakovskiy,RUS,12.04.81,Ostrava,12.06.2003
1171,1:44.36,Wilson Kipketer,DEN,12.12.70,Zürich,15.08.2003
1171,1:44.36,Youssef Saad Kamel,BRN,29.03.83,Berlin,04.09.2005
1171,1:44.36,David Rudisha,KEN,17.12.88,Ad-Dawhah,09.05.2008
1171,1:44.36,Edwin Kiplagat Melly,KEN,23.04.94,Berlin,02.09.2012
1171,1:44.36,Abdulaziz Ladan Mohammed,KSA,07.01.91,Heusden-Zolder,13.07.2013
1171,1:44.36,Andrew Osagie,GBR,19.02.88,Moskva,13.08.2013
1171,1:44.36,Duane Solomon,USA,28.12.84,Bruxelles,06.09.2013
1171,1:44.36,Adam Kszczot,POL,02.09.89,Bruxelles,09.09.2016
1171,1:44.36,Kipyegon Bett,KEN,02.01.98,Paris,01.07.2017
1171,1:44.36,Saul Ordóñez,ESP,10.04.94,Paris,30.06.2018
1171,1:44.36,Ermiyas Girma,ETH,20.01.05,Lokeren,22.05.2022
1171,1:44.36,Emmanuel Wanyonyi,KEN,01.08.04,Rabat,28.05.2023
1188,1:44.37,Rick Wohlhuter,USA,23.12.48,Köln,01.09.1976
1188,1:44.37,Benson Koech,KEN,10.11.74,Monaco,25.07.1995
1188,1:44.37,Nico Motchebon,GER,13.11.69,Zürich,16.08.1995
1188,1:44.37,Mark Everett,USA,02.09.68,Indianapolis,14.06.1997
1188,1:44.37,Nils Schumann,GER,20.05.78,Rieti,02.09.2001
1188,1:44.37,William Yiampoy,KEN,17.05.74,San Sebastián,20.08.2002
1188,1:44.37,António Manuel Reina,ESP,13.06.81,Saint-Denis,04.07.2003
1188,1:44.37,Justus Koech,KEN,19.03.80,Zaragoza,08.06.2004
1188,1:44.37,Bram Som,NED,20.02.80,Rieti,05.09.2004
1188,1:44.37,Mbulaeni Mulaudzi,RSA,08.09.80,Berlin,03.09.2006
1188,1:44.37,Khadevis Robinson,USA,19.07.76,Indianapolis,24.06.2007
1188,1:44.37,Dmitrijs Milkevics,LAT,06.12.81,Monaco,25.07.2007
1188,1:44.37,Marcin Lewandowski,POL,13.06.87,Monaco,20.07.2012
1188,1:44.37,André Olivier,RSA,29.12.89,Roma,06.06.2013
1188,1:44.37,Mohammed Aman,ETH,10.01.94,Rabat,09.06.2013
1188,1:44.37,Ferguson Cheruiyot,KEN,30.11.89,Paris,01.07.2017
1204,1:44.38,John Kipkurgat,KEN,16.03.44,Christchurch,27.01.1974
1204,1:44.38,Alberto Juantorena,CUB,03.12.50,Köln,22.06.1978
1204,1:44.38,Saïd Aouita,MAR,02.11.59,Lausanne,30.06.1983
1204,1:44.38,Ryszard Ostrowski,POL,06.02.61,Kobe,04.09.1985
1204,1:44.38,Joseph Chesire,KEN,12.11.57,Sevilla,01.06.1988
1204,1:44.38,Wilson Kipketer,DEN,12.12.70,Bruxelles,25.08.1995
1204,1:44.38,William Yiampoy,KEN,17.05.74,Barcelona,29.07.1999
1204,1:44.38,André Bucher,SUI,19.10.76,Sydney,25.09.2000
1204,1:44.38,William Yiampoy,KEN,17.05.74,Bruxelles,24.08.2001
1204,1:44.38,Joeri Jansen,BEL,28.05.79,Bruxelles,30.08.2002
1204,1:44.38A,Wilfred Bungei,KEN,24.07.80,Nairobi,26.06.2004
1204,1:44.38,Hezekiél Sepeng,RSA,30.06.74,Zürich,06.08.2004
1204,1:44.38,Yuriy Borzakovskiy,RUS,12.04.81,Athínai,02.07.2007
1204,1:44.38A,David Rudisha,KEN,17.12.88,Nairobi,19.04.2008
1204,1:44.38,Mbulaeni Mulaudzi,RSA,08.09.80,New York City,12.06.2010
1204,1:44.38,Abubaker Kaki Khamis,SUD,21.06.89,London,13.08.2010
1204,1:44.38A,Ferguson Cheruiyot,KEN,30.11.89,Nairobi,13.07.2013
1204,1:44.38,Ferguson Cheruiyot,KEN,30.11.89,London,22.07.2016
1204,1:44.38,Alfred Kipketer,KEN,26.12.96,Rio de Janeiro,13.08.2016
1204,1:44.38,Jonathan Kitilit,KEN,24.04.94,Bellinzona,18.07.2018
1204,1:44.38,Nijel Amos,BOT,15.03.94,Nanjing,21.05.2019
1204,1:44.38,Ayanleh Souleiman,DJI,03.12.92,Barcelona,17.07.2019
1226,1:44.39,Mike Boit,KEN,06.01.49,Christchurch,29.01.1974
1226,1:44.39,David Mack,USA,30.05.61,Koblenz,31.08.1983
1226,1:44.39,David Mack,USA,30.05.61,Berlin,23.08.1985
1226,1:44.39,Tom McKean,GBR,27.10.63,Köln,16.08.1992
1226,1:44.39,David Kiptoo Singoei,KEN,26.06.65,Roma,05.06.1996
1226,1:44.39,Frederick Onyancha,KEN,25.12.69,Lausanne,02.07.1997
1226,1:44.39,Hezekiél Sepeng,RSA,30.06.74,Monaco,19.07.2002
1226,1:44.39,Amine Laâlou,MAR,13.05.82,Iráklio,04.07.2004
1226,1:44.39,Mohammed Al-Salhi,KSA,11.05.86,Lapinlahti,03.07.2005
1226,1:44.39,Abubaker Kaki Khamis,SUD,21.06.89,Sollentuna,28.06.2011
1226,1:44.39,Job Kinyor,KEN,02.09.90,Lignano Sabbiadoro,17.07.2012
1226,1:44.39,Ferguson Cheruiyot,KEN,30.11.89,Zürich,29.08.2013
1226,1:44.39,Ayanleh Souleiman,DJI,03.12.92,Sollentuna,26.06.2014
1226,1:44.39,Marco Arop,CAN,20.09.98,Langley,25.06.2022
1240,1:44.4A,David Kiptoo Singoei,KEN,26.06.65,Nairobi,28.06.1996
1240,1:44.4A,Vincent Malakwen,KEN,19.07.74,Nairobi,10.05.1997
1240,1:44.4A,Asbel Kiprop,KEN,30.06.89,Nairobi,21.03.2015
1240,1:44.4A,Kipyegon Bett,KEN,02.01.98,Nairobi,22.06.2016
1240,1:44.40A,Ralph Doubell,AUS,11.02.45,Ciudad de México,15.10.1968
1240,1:44.40,Sammy Koskei,KEN,14.05.61,Villanova,12.06.1983
1240,1:44.40,Billy Konchellah,KEN,20.10.61,Berlin,23.08.1985
1240,1:44.40,Billy Konchellah,KEN,20.10.61,Berlin,21.08.1987
1240,1:44.40,Andrea Longo,ITA,26.06.75,Roma,05.06.1997
1240,1:44.40,Frederick Onyancha,KEN,25.12.69,Zürich,13.08.1997
1240,1:44.40,Patrick Ndururi,KEN,12.01.69,Rieti,03.09.1997
1240,1:44.40,Japheth Kimutai,KEN,20.12.78,Rehlingen,01.06.1998
1240,1:44.40,Andrea Longo,ITA,26.06.75,Monaco,08.08.1998
1240,1:44.40,Hezekiél Sepeng,RSA,30.06.74,München,11.09.1999
1240,1:44.40,Kenneth Kimwetich,KEN,01.01.73,Rieti,02.09.2001
1240,1:44.40,Bram Som,NED,20.02.80,Roma,11.07.2003
1240,1:44.40,Mohammed Al-Salhi,KSA,11.05.86,Rabat,10.06.2006
1240,1:44.40,Mbulaeni Mulaudzi,RSA,08.09.80,Bruxelles,14.09.2007
1240,1:44.40,Youssef Saad Kamel,BRN,29.03.83,Athínai,13.07.2008
1240,1:44.40,Yuriy Borzakovskiy,RUS,12.04.81,Zürich,28.08.2009
1240,1:44.40A,Jackson Kivuva,KEN,11.08.89,Nairobi,16.07.2011
1240,1:44.40,Nick Symmonds,USA,30.12.83,London,05.08.2011
1240,1:44.40,Alex Rowe,AUS,08.07.92,Monaco,18.07.2014
1240,1:44.40,Taoufik Makhloufi,ALG,29.04.88,Tomblaine,14.06.2016
1240,1:44.40,Wesley Vázquez,PUR,27.03.94,Monaco,12.07.2019
1240,1:44.40,Jesus López,MEX,02.08.97,Leavenworth,01.05.2021
1266,1:44.41,Tom McKean,GBR,27.10.63,Stockholm,03.07.1991
1266,1:44.41,William Tanui,KEN,22.02.64,Zürich,07.08.1991
1266,1:44.41,Hezekiél Sepeng,RSA,30.06.74,Monaco,16.08.1997
1266,1:44.41,Patrick Ndururi,KEN,12.01.69,Monaco,16.08.1997
1266,1:44.41,Werner Botha,RSA,31.01.78,Heusden-Zolder,05.08.2000
1266,1:44.41,William Yiampoy,KEN,17.05.74,Bruxelles,25.08.2000
1266,1:44.41,Khadevis Robinson,USA,19.07.76,Lapinlahti,14.07.2002
1266,1:44.41,Yuriy Borzakovskiy,RUS,12.04.81,Bergen,11.06.2004
1266,1:44.41,Wilfred Bungei,KEN,24.07.80,Helsinki,12.08.2005
1266,1:44.41,Wilfred Bungei,KEN,24.07.80,Saint-Denis,08.07.2006
1266,1:44.41,Wilfred Bungei,KEN,24.07.80,Lausanne,11.07.2006
1266,1:44.41,Abubaker Kaki Khamis,SUD,21.06.89,Daegu,30.08.2011
1266,1:44.41,Brandon McBride,CAN,15.06.94,Monaco,21.07.2017
1266,1:44.41,Bryce Hoppel,USA,05.09.97,Austin,07.06.2019
1266,1:44.41,Michael Saruni,KEN,18.01.95,Paris,24.08.2019
1266,1:44.41,Clayton Murphy,USA,26.02.95,Monaco,09.07.2021
1282,1:44.42,Abdi Bile,SOM,28.12.62,Kvarnsveden,19.06.1988
1282,1:44.42,Stephen Ole Marai,KEN,11.11.62,London,20.07.1990
1282,1:44.42,George Kersh,USA,03.07.68,Indianapolis,10.06.1992
1282,1:44.42,Nixon Kiprotich,KEN,04.12.62,Berlin,27.08.1993
1282,1:44.42,Patrick Konchellah,KEN,20.04.68,Berlin,30.08.1994
1282,1:44.42,Mahjoub Haïda,MAR,01.07.70,Nürnberg,07.06.1996
1282,1:44.42,Rich Kenah,USA,04.08.70,Monaco,16.08.1997
1282,1:44.42,David Kiptoo Singoei,KEN,26.06.65,Rieti,03.09.1997
1282,1:44.42,Hezekiél Sepeng,RSA,30.06.74,Monaco,18.08.2000
1282,1:44.42,Mbulaeni Mulaudzi,RSA,08.09.80,Madrid,19.07.2003
1282,1:44.42A,Michael Rotich,KEN,14.07.78,Nairobi,26.06.2004
1282,1:44.42,Andrea Longo,ITA,26.06.75,Roma,02.07.2004
1282,1:44.42,Wilfred Bungei,KEN,24.07.80,Madrid,16.07.2005
1282,1:44.42,Yuriy Borzakovskiy,RUS,12.04.81,Oslo,03.07.2009
1282,1:44.42,Leonard Kosencha,KEN,21.08.94,Roma,31.05.2012
1282,1:44.42,Abubaker Kaki Khamis,SUD,21.06.89,Stockholm,17.08.2012
1282,1:44.42,Duane Solomon,USA,28.12.84,Zürich,30.08.2012
1282,1:44.42,Mohammed Aman,ETH,10.01.94,Eugene,01.06.2013
1282,1:44.42,Duane Solomon,USA,28.12.84,Moskva,13.08.2013
1282,1:44.42,André Olivier,RSA,29.12.89,Saint-Denis,05.07.2014
1282,1:44.42,Ferguson Cheruiyot,KEN,30.11.89,Zürich,28.08.2014
1282,1:44.42,Pierre-Ambroise Bosse,FRA,11.05.92,Roma,04.06.2015
1282,1:44.42,Isaiah Harris,USA,18.10.96,Paris,30.06.2018
1282,1:44.42,Wesley Vázquez,PUR,27.03.94,London,20.07.2019
1282,1:44.42,Collins Kipruto,KEN,12.04.94,Rovereto,27.08.2019
1282,1:44.42,Cornelius Tuwei,KEN,14.05.93,Turku,08.06.2021
1282,1:44.42,Collins Kipruto,KEN,12.04.94,Szczecin,24.08.2022
1309,1:44.43,David Mack,USA,30.05.61,Berlin,17.08.1983
1309,1:44.43,Tracy Baskin,USA,03.11.65,Zürich,17.08.1988
1309,1:44.43,Johnny Gray,USA,19.06.60,Bruxelles,19.08.1988
1309,1:44.43,Nixon Kiprotich,KEN,04.12.62,Barcelona,16.07.1990
1309,1:44.43,George Kersh,USA,03.07.68,Ingolstadt,19.07.1992
1309,1:44.43,Mark Everett,USA,02.09.68,Eugene,19.06.1993
1309,1:44.43A,Joseph Tengelei,KEN,08.12.70,Nairobi,29.06.1996
1309,1:44.43,Norberto Téllez,CUB,22.01.72,Köln,16.08.1996
1309,1:44.43,Arthémon Hatungimana,BDI,21.01.74,Köln,16.08.1996
1309,1:44.43,Andrea Longo,ITA,26.06.75,Rieti,05.09.2004
1309,1:44.43,Youssef Saad Kamel,BRN,29.03.83,Bruxelles,14.09.2007
1309,1:44.43,Anis Ananeka,BLR,29.11.85,Budapest,10.07.2013
1309,1:44.43,Asbel Kiprop,KEN,30.06.89,London,09.07.2017
1309,1:44.43,Marcin Lewandowski,POL,13.06.87,Zagreb,04.09.2018
1309,1:44.43,Yassine Hethat,ALG,30.08.91,Toulouse,26.05.2022
1309,1:44.43,Mohamed Ali Gouaned,ALG,05.07.02,Paris,18.06.2022
1325,1:44.44,Tom McKean,GBR,27.10.63,Birmingham,04.08.1990
1325,1:44.44,Terril Davis,USA,21.04.68,New Orleans,24.06.1992
1325,1:44.44,Robert Kibet,KEN,15.12.65,Köln,16.08.1992
1325,1:44.44,Joseph Tengelei,KEN,08.12.70,Rieti,28.08.1994
1325,1:44.44,Joseph Tengelei,KEN,08.12.70,Monaco,25.07.1995
1325,1:44.44,David Kiptoo Singoei,KEN,26.06.65,Oslo,09.07.1998
1325,1:44.44,Hezekiél Sepeng,RSA,30.06.74,Kuala Lumpur,19.09.1998
1325,1:44.44,Hezekiél Sepeng,RSA,30.06.74,Ad-Dawhah,13.05.1999
1325,1:44.44,André Bucher,SUI,19.10.76,Roma,30.06.2000
1325,1:44.44,Jean-Patrick Nduwimana,BDI,09.05.78,Monaco,18.08.2000
1325,1:44.44,Nicholas Wachira,KEN,19.11.82,Torino,07.06.2002
1325,1:44.44,Wilfred Bungei,KEN,24.07.80,Dortmund,15.06.2003
1325,1:44.44,Djabir Said-Guerni,ALG,29.03.77,Bruxelles,03.09.2004
1325,1:44.44,Pierre-Ambroise Bosse,FRA,11.05.92,Eugene,31.05.2014
1325,1:44.44,Ferguson Cheruiyot,KEN,30.11.89,Lausanne,09.07.2015
1325,1:44.44,Kipyegon Bett,KEN,02.01.98,Bruxelles,09.09.2016
1325,1:44.44,Antoine Gakeme,BDI,24.12.91,Madrid,14.07.2017
1325,1:44.44,Saul Ordóñez,ESP,10.04.94,Huelva,09.06.2018
1325,1:44.44,Ferguson Cheruiyot,KEN,30.11.89,Birmingham,18.08.2018
1325,1:44.44,Gabriel Tual,FRA,09.04.98,Nice,12.06.2021
1345,1:44.45,Steve Cram,GBR,14.10.60,London,17.07.1982
1345,1:44.45,Tom McKean,GBR,27.10.63,Lausanne,15.09.1987
1345,1:44.45,José Luis Barbosa,BRA,27.05.61,Köln,20.08.1989
1345,1:44.45,Moussa Fall,SEN,28.08.63,Rieti,03.09.1989
1345,1:44.45,André Bucher,SUI,19.10.76,Zürich,11.08.1999
1345,1:44.45,Yuriy Borzakovskiy,RUS,12.04.81,Athínai,28.08.2004
1345,1:44.45,Alfred Kirwa Yego,KEN,28.11.86,Oslo,29.07.2005
1345,1:44.45,Khadevis Robinson,USA,19.07.76,Lignano Sabbiadoro,19.07.2011
1345,1:44.45,André Olivier,RSA,29.12.89,Ostrava,27.06.2013
1345,1:44.45,Timothy Kitum,KEN,20.11.94,Monaco,19.07.2013
1345,1:44.45A,Mohamed Ali Gouaned,ALG,05.07.02,Nairobi,22.08.2021
1345,1:44.45,Ferguson Cheruiyot,KEN,30.11.89,Paris,28.08.2021
1357,1:44.46,Philippe Collard,FRA,26.02.60,Zürich,19.08.1987
1357,1:44.46,Mark Everett,USA,02.09.68,Indianapolis,18.07.1988
1357,1:44.46,Robert Kibet,KEN,15.12.65,Nice,10.07.1989
1357,1:44.46,Atle Douglas,NOR,09.06.68,Oslo,22.07.1994
1357,1:44.46,Sammy Kibet Langat,KEN,24.01.70,Lappeenranta,26.07.1994
1357,1:44.46,Robert Kibsubai Chirchir,KEN,26.11.72,Praha,12.06.1996
1357,1:44.46,Giuseppe D'Urso,ITA,15.09.69,Milano,05.06.1998
1357,1:44.46,Nicholas Wachira,KEN,19.11.82,Rieti,02.09.2001
1357,1:44.46,Mehdi Baala,FRA,17.08.78,Zürich,15.08.2003
1357,1:44.46,Bram Som,NED,20.02.80,Bruxelles,05.09.2003
1357,1:44.46,Mouhcine Chéhibi,MAR,28.01.78,Zürich,19.08.2005
1357,1:44.46,Gary Reed,CAN,25.10.81,Heusden-Zolder,20.07.2008
1357,1:44.46,Asbel Kiprop,KEN,30.06.89,Bruxelles,16.09.2011
1357,1:44.46,Abraham Rotich,KEN,26.06.93,Rehlingen,28.05.2012
1371,1:44.47,James Robinson,USA,27.08.54,Nice,18.07.1983
1371,1:44.47,Abdi Bile,SOM,28.12.62,Berlin,21.08.1987
1371,1:44.47,José Luis Barbosa,BRA,27.05.61,Köln,21.08.1988
1371,1:44.47,Nixon Kiprotich,KEN,04.12.62,La Coruña,26.07.1990
1371,1:44.47,Laban Rotich,KEN,20.01.69,Zürich,13.08.1997
1371,1:44.47,Kenneth Kimwetich,KEN,01.01.73,Roma,07.07.1999
1371,1:44.47,Nils Schumann,GER,20.05.78,Bruxelles,03.09.1999
1371,1:44.47,Japheth Kimutai,KEN,20.12.78,Ingolstadt,18.06.2000
1371,1:44.47,Otukile Lekote,BOT,19.10.78,Montréal,10.07.2001
1371,1:44.47,André Bucher,SUI,19.10.76,Edmonton,05.08.2001
1371,1:44.47,David Rudisha,KEN,17.12.88,Ostrava,12.06.2008
1371,1:44.47, Ismail,SUD,10.09.84,Madrid,05.07.2008
1371,1:44.47,Khadevis Robinson,USA,19.07.76,Santa Monica,11.07.2009
1371,1:44.47A,Nicholas Kipkoech,KEN,22.10.92,Eldoret,01.07.2016
1371,1:44.47,Alfred Kipketer,KEN,26.12.96,Monaco,15.07.2016
1371,1:44.47,Clayton Murphy,USA,26.02.95,Lausanne,05.07.2019
1371,1:44.47,Andreas Kramer,SWE,13.04.97,Ostrava,08.09.2020
1371,1:44.47,Festus Lagat,KEN,10.10.96,Azusa,25.07.2021
1371,1:44.47,Wyclife Kisasy,KEN,02.07.97,Zürich,08.09.2022
1390,1:44.48,Sebastian Coe,GBR,29.09.56,Zürich,18.08.1982
1390,1:44.48,Joseph Tengelei,KEN,08.12.70,Saarijärvi,26.06.1993
1390,1:44.48,Nixon Kiprotich,KEN,04.12.62,Hechtel,30.07.1994
1390,1:44.48,Vincent Malakwen,KEN,19.07.74,Lappeenranta,16.07.1995
1390,1:44.48,Mark Everett,USA,02.09.68,Monaco,08.08.1998
1390,1:44.48,Frederick Onyancha,KEN,25.12.69,Lausanne,02.07.1999
1390,1:44.48,Japheth Kimutai,KEN,20.12.78,München,11.09.1999
1390,1:44.48,Florent Lacasse,FRA,21.01.81,Roma,02.07.2004
1390,1:44.48,Joeri Jansen,BEL,28.05.79,Roma,02.07.2004
1390,1:44.48,Amine Laâlou,MAR,13.05.82,Madrid,17.07.2004
1390,1:44.48,Jeffrey Riseley,AUS,11.11.86,Lignano Sabbiadoro,17.07.2012
1390,1:44.48,Andrew Osagie,GBR,19.02.88,Monaco,20.07.2012
1390,1:44.48,Bryce Hoppel,USA,05.09.97,Azusa,09.07.2019
1390,1:44.48,Wesley Vázquez,PUR,27.03.94,Lima,10.08.2019
